"","id","subject","etype","group","edate","boxnum","weight","iti","fr","msn","comments","fn","sname","active","inactive","reward","beam1","beam2","beam3","beam4","latency.active","latency.inactive"
"123",3,"3","heroinSA","heroin","01-31-22","Box3","265.000",10,1,"FR_SCRIPT_box3_D:_0.821_E:_0.179_F:_32.000_I:_152.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1888.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_3.rDat",32,7,32,"278374.000","199983.000","30081.000","32.000","109.14","730.49"
"124",4,"4","heroinSA","heroin","01-31-22","Box4","240.000",10,1,"FR_SCRIPT_box4_D:_1.000_E:_0.000_F:_19.000_I:_78.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3095.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_4.rDat",19,0,19,"199516.000","78213.000","31612.000","19.000","28.96","28.96"
"125",5,"5","heroinSA","heroin","01-31-22","Box5","26.000",10,1,"FR_SCRIPT_D:_0.460_E:_0.540_F:_29.000_I:_187.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_516.000_U:_0.000_V:_1.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_5.rDat",29,34,29,"251906.000","181172.000","76032.000","29.000","87.43","63.32"
"126",6,"6","heroinSA","heroin","01-31-22","Box6","252.000",10,1,"FR_SCRIPT_D:_0.977_E:_0.023_F:_42.000_I:_172.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2795.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_6.rDat",42,1,42,"286889.000","51586.000","15161.000","42.000","78.62","89.91"
"127",7,"7","heroinSA","heroin","01-31-22","Box7","284.000",10,1,"FR_SCRIPT_D:_0.943_E:_0.057_F:_50.000_I:_208.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_879.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_7.rDat",50,3,50,"176349.000","74152.000","33855.000","50.000","43.37","27.24"
"128",8,"8","heroinSA","heroin","01-31-22","Box8","252.000",10,1,"FR_SCRIPT_D:_0.671_E:_0.329_F:_47.000_I:_238.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1248.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_8.rDat",47,23,47,"162017.000","123001.000","111453.000","47.000","56.49","203.71"
"129",9,"9","heroinSA","heroin","01-31-22","Box9","275.000",10,1,"FR_SCRIPT_D:_0.532_E:_0.468_F:_58.000_I:_340.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_852.000_U:_0.000_V:_1.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_9.rDat",58,51,58,"331402.000","119762.000","13860.000","58.000","0.87","142.86"
"130",10,"10","heroinSA","saline","01-31-22","Box10","267.000",10,1,"FR_SCRIPT_D:_0.739_E:_0.261_F:_17.000_I:_83.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_9984.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_10.rDat",17,6,17,"80616.000","140084.000","200858.000","17.000","11.13","365.48"
"131",11,"11","heroinSA","saline","01-31-22","Box11","285.000",10,1,"FR_SCRIPT_5choice_D:_0.781_E:_0.219_F:_25.000_I:_117.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7943.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_11.rDat",25,7,25,"0.000","0.000","0.000","25.000","30.33","4.06"
"132",12,"12","heroinSA","saline","01-31-22","Box12","268.000",10,1,"FR_SCRIPT_5choice_D:_0.700_E:_0.300_F:_7.000_I:_36.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_43446.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_12.rDat",7,3,7,"0.000","0.000","0.000","7.000","1902.81","273.86"
"133",13,"13","heroinSA","saline","01-31-22","Box13","261.000",10,1,"FR_SCRIPT_5choice_D:_0.667_E:_0.333_F:_26.000_I:_132.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_28991.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_13.rDat",26,13,26,"0.000","0.000","0.000","26.000","148.07","1.58"
"134",14,"14","heroinSA","saline","01-31-22","Box14","277.000",10,1,"FR_SCRIPT_5choice_D:_0.800_E:_0.200_F:_4.000_I:_20.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1984.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_14.rDat",4,1,4,"0.000","0.000","0.000","4.000","237.28","66.2"
"135",15,"15","heroinSA","saline","01-31-22","Box15","265.000",10,1,"FR_SCRIPT_5choice_D:_0.778_E:_0.222_F:_7.000_I:_34.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_236.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20220131","heroinSA_FR1_roomE_20220131_15.rDat",7,2,7,"0.000","0.000","0.000","7.000","289.91","3695.65"
"136",1,"1","heroinSA","heroin","02-01-22","Box1","260.000",10,1,"FR_SCRIPT_D:_0.486_E:_0.514_F:_17.000_I:_107.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5898.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_1.rDat",17,18,17,"262106.000","219582.000","45449.000","17.000","0.13","206.49"
"137",2,"2","heroinSA","heroin","02-01-22","Box2","286.000",10,1,"FR_SCRIPT_D:_0.554_E:_0.446_F:_51.000_I:_296.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_88.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_2.rDat",51,41,51,"207809.000","153979.000","76931.000","51.000","40.21","27.11"
"138",3,"3","heroinSA","heroin","02-01-22","Box3","271.000",10,1,"FR_SCRIPT_box3_D:_0.261_E:_0.739_F:_23.000_I:_225.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4846.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_3.rDat",23,65,23,"147577.000","178176.000","87164.000","23.000","347.71","113.5"
"139",4,"4","heroinSA","heroin","02-01-22","Box4","248.000",10,1,"FR_SCRIPT_box4_D:_0.824_E:_0.176_F:_14.000_I:_64.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_12541.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_4.rDat",14,3,14,"187228.000","117979.000","51007.000","14.000","39.74","52.64"
"140",5,"5","heroinSA","heroin","02-01-22","Box5","276.000",10,1,"FR_SCRIPT_D:_0.174_E:_0.826_F:_25.000_I:_340.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2970.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_5.rDat",25,119,25,"254686.000","186203.000","81470.000","25.000","18.37","50.4"
"141",6,"6","heroinSA","heroin","02-01-22","Box6","259.000",10,1,"FR_SCRIPT_D:_1.000_E:_0.000_F:_33.000_I:_141.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3730.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_6.rDat",33,0,33,"257924.000","155024.000","43534.000","33.000","66.14","66.14"
"142",7,"7","heroinSA","heroin","02-01-22","Box7","285.000",10,1,"FR_SCRIPT_D:_0.889_E:_0.111_F:_40.000_I:_173.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_396.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_7.rDat",40,5,40,"223746.000","80700.000","24673.000","40.000","82.92","28.97"
"143",8,"8","heroinSA","heroin","02-01-22","Box8","261.000",10,1,"FR_SCRIPT_D:_0.755_E:_0.245_F:_40.000_I:_188.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_141.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_8.rDat",40,13,40,"252112.000","99649.000","57061.000","40.000","65.29","141.89"
"144",9,"9","heroinSA","heroin","02-01-22","Box9","273.000",10,1,"FR_SCRIPT_D:_0.790_E:_0.210_F:_49.000_I:_228.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1816.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_9.rDat",49,13,49,"338053.000","81392.000","5569.000","49.000","55.11","38.71"
"145",10,"10","heroinSA","saline","02-01-22","Box10","270.000",10,1,"FR_SCRIPT_D:_0.655_E:_0.345_F:_19.000_I:_98.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_6718.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_10.rDat",19,10,19,"151869.000","209100.000","162512.000","19.000","60.58","25.38"
"146",11,"11","heroinSA","saline","02-01-22","Box11","290.000",10,1,"FR_SCRIPT_5choice_D:_0.731_E:_0.269_F:_19.000_I:_93.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_6575.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_11.rDat",19,7,19,"0.000","0.000","0.000","19.000","48.9","60.34"
"147",12,"12","heroinSA","saline","02-01-22","Box12","275.000",10,1,"FR_SCRIPT_5choice_D:_1.000_E:_0.000_F:_5.000_I:_22.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7647.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_12.rDat",5,0,5,"0.000","0.000","0.000","5.000","225.18","225.18"
"148",13,"13","heroinSA","saline","02-01-22","Box13","263.000",10,1,"FR_SCRIPT_5choice_D:_0.872_E:_0.128_F:_34.000_I:_148.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_752.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_13.rDat",34,5,34,"0.000","0.000","0.000","34.000","15.43","9429.09"
"149",14,"14","heroinSA","saline","02-01-22","Box14","280.000",10,1,"FR_SCRIPT_5choice_D:_0.714_E:_0.286_F:_15.000_I:_74.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2608.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_14.rDat",15,6,15,"0.000","0.000","0.000","15.000","21.34","66.18"
"150",15,"15","heroinSA","saline","02-01-22","Box15","269.000",10,1,"FR_SCRIPT_5choice_D:_0.429_E:_0.571_F:_3.000_I:_22.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_9008.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20220201","heroinSA_FR1_roomE_20220201_15.rDat",3,4,3,"0.000","0.000","0.000","3.000","150.75","213.5"
"151",1,"1","heroinSA","heroin","02-02-22","Box1","262.000",10,1,"FR_SCRIPT_D:_0.298_E:_0.702_F:_14.000_I:_124.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_909.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_1.rDat",14,33,14,"253383.000","240180.000","49901.000","14.000","11.86","420.71"
"152",2,"2","heroinSA","heroin","02-02-22","Box2","285.000",10,1,"FR_SCRIPT_D:_0.750_E:_0.250_F:_78.000_I:_394.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_77.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_2.rDat",78,26,78,"235088.000","196995.000","56746.000","78.000","44.21","27.02"
"153",3,"3","heroinSA","heroin","02-02-22","Box3","274.000",10,1,"FR_SCRIPT_box3_D:_0.881_E:_0.119_F:_37.000_I:_262.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2691.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_3.rDat",37,5,37,"302594.000","146440.000","15514.000","37.000","23.9","12.36"
"154",4,"4","heroinSA","heroin","02-02-22","Box4","250.000",10,1,"FR_SCRIPT_box4_D:_0.950_E:_0.050_F:_19.000_I:_80.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3727.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_4.rDat",19,1,19,"136089.000","99806.000","51455.000","19.000","44.33","287.48"
"155",5,"5","heroinSA","heroin","02-02-22","Box5","283.000",10,1,"FR_SCRIPT_D:_0.292_E:_0.708_F:_28.000_I:_250.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3989.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_5.rDat",28,68,28,"240528.000","186142.000","89186.000","28.000","96.22","45.77"
"156",6,"6","heroinSA","heroin","02-02-22","Box6","261.000",10,1,"FR_SCRIPT_D:_0.644_E:_0.356_F:_38.000_I:_201.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1556.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_6.rDat",38,21,38,"305866.000","96232.000","21251.000","38.000","208.71","86.36"
"157",7,"7","heroinSA","heroin","02-02-22","Box7","290.000",10,1,"FR_SCRIPT_D:_0.938_E:_0.063_F:_45.000_I:_188.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2784.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_7.rDat",45,3,45,"195346.000","59500.000","17780.000","45.000","34.95","45.56"
"158",8,"8","heroinSA","heroin","02-02-22","Box8","260.000",10,1,"FR_SCRIPT_D:_0.977_E:_0.023_F:_42.000_I:_174.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1834.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_8.rDat",42,1,42,"159273.000","109452.000","139573.000","42.000","111.65","196.14"
"159",9,"9","heroinSA","heroin","02-02-22","Box9","280.000",10,1,"FR_SCRIPT_D:_0.313_E:_0.688_F:_50.000_I:_425.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3376.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_9.rDat",50,110,50,"321767.000","103359.000","13319.000","50.000","35.18","60.62"
"160",10,"10","heroinSA","saline","02-02-22","Box10","275.000",10,1,"FR_SCRIPT_D:_0.552_E:_0.448_F:_16.000_I:_92.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_12259.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_10.rDat",16,13,16,"35367.000","119197.000","282342.000","16.000","29.19","208.06"
"161",11,"11","heroinSA","saline","02-02-22","Box11","300.000",10,1,"FR_SCRIPT_5choice_D:_0.659_E:_0.341_F:_29.000_I:_149.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1373.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_11.rDat",29,15,29,"0.000","0.000","0.000","29.000","14.18","218.46"
"162",12,"12","heroinSA","saline","02-02-22","Box12","276.000",10,1,"FR_SCRIPT_5choice_D:_0.500_E:_0.500_F:_1.000_I:_8.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_103059.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_12.rDat",1,1,1,"0.000","0.000","0.000","1.000","494.09","486.88"
"163",13,"13","heroinSA","saline","02-02-22","Box13","271.000",10,1,"FR_SCRIPT_5choice_D:_0.679_E:_0.321_F:_19.000_I:_96.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5502.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_13.rDat",19,9,19,"0.000","0.000","0.000","19.000","18.01","60.79"
"164",14,"14","heroinSA","saline","02-02-22","Box14","287.000",10,1,"FR_SCRIPT_5choice_D:_0.806_E:_0.194_F:_29.000_I:_131.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_62.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_14.rDat",29,7,29,"0.000","0.000","0.000","29.000","37.3","1727.56"
"165",15,"15","heroinSA","saline","02-02-22","Box15","270.000",10,1,"FR_SCRIPT_5choice_D:_0.667_E:_0.333_F:_4.000_I:_22.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4758.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20220202","heroinSA_FR1_roomE_20220202_15.rDat",4,2,4,"0.000","0.000","0.000","4.000","252.34","493.83"
"166",1,"16","heroinSA","heroin","01-18-22","Box1","294.000",10,1,"FR_SCRIPT_D:_0.907_E:_0.093_F:_43.000_I:_225.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1363.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_1.rDat",78,8,43,"189105.000","133426.000","57252.000","43.000","29.45","22.41"
"167",2,"17","heroinSA","heroin","01-18-22","Box2","268.000",10,1,"FR_SCRIPT_D:_0.750_E:_0.250_F:_42.000_I:_328.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_904.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_2.rDat",120,40,42,"173578.000","85363.000","49114.000","42.000","25.77","303.27"
"168",3,"18","heroinSA","heroin","01-18-22","Box3","226.000",10,1,"FR_SCRIPT_D:_0.735_E:_0.265_F:_26.000_I:_166.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_5845.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_3.rDat",50,18,26,"231417.000","71063.000","16177.000","26.000","264.34","2193.61"
"169",4,"19","heroinSA","heroin","01-18-22","Box4","248.000",10,1,"FR_SCRIPT_D:_0.956_E:_0.044_F:_33.000_I:_148.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_6770.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_4.rDat",43,2,33,"134452.000","30294.000","11007.000","33.000","219.35","54.48"
"170",5,"20","heroinSA","heroin","01-18-22","Box5","257.000",10,1,"FR_SCRIPT_D:_0.891_E:_0.109_F:_26.000_I:_133.000_J:_0.000_K:_10800.010_L:_1.000_R:_0.000_S:_0.000_T:_122.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_5.rDat",41,5,26,"167414.000","372443.000","113515.000","26.000","385.68","161.74"
"171",6,"21","heroinSA","heroin","01-18-22","Box6","269.000",10,1,"FR_SCRIPT_D:_0.939_E:_0.061_F:_45.000_I:_207.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5468.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_6.rDat",62,4,45,"236813.000","18469.000","7081.000","45.000","199.85","725.08"
"172",7,"22","heroinSA","heroin","01-18-22","Box7","264.000",10,1,"FR_SCRIPT_box7_D:_0.714_E:_0.286_F:_19.000_I:_140.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_771.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_7.rDat",45,18,19,"161668.000","75835.000","54134.000","19.000","944.53","7.03"
"173",8,"23","heroinSA","saline","01-18-22","Box8","260.000",10,1,"FR_SCRIPT_D:_0.690_E:_0.310_F:_30.000_I:_202.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2536.000_U:_0.000_V:_1.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_8.rDat",58,26,30,"162279.000","84595.000","54146.000","30.000","148.01","402.73"
"174",9,"24","heroinSA","saline","01-18-22","Box9","255.000",10,1,"FR_SCRIPT_D:_0.675_E:_0.325_F:_71.000_I:_606.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_347.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_1.000","\Box9_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_9.rDat",199,96,71,"106986.000","379081.000","50291.000","71.000","369.7","167.78"
"175",10,"25","heroinSA","heroin","01-18-22","Box10","280.000",10,1,"FR_SCRIPT_D:_0.763_E:_0.237_F:_45.000_I:_346.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1108.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_10.rDat",129,40,45,"175259.000","141341.000","83674.000","45.000","52.29","43.76"
"176",11,"26","heroinSA","saline","01-18-22","Box11","234.000",10,1,"FR_SCRIPT_5choice_D:_0.902_E:_0.098_F:_33.000_I:_168.000_J:_0.000_K:_10800.010_L:_1.000_R:_0.000_S:_0.000_T:_45507.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_11.rDat",55,6,33,"0.000","0.000","0.000","33.000","341.65","1139.26"
"177",12,"27","heroinSA","saline","01-18-22","Box12","265.000",10,1,"FR_SCRIPT_5choice_D:_0.576_E:_0.424_F:_16.000_I:_97.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_11102.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomF_20220118","heroinSA_FR1_roomF_20220118_12.rDat",19,14,16,"0.000","0.000","0.000","16.000","460.73","179.37"
