"","id","subject","etype","group","edate","boxnum","weight","iti","fr","msn","comments","fn","sname","active","inactive","reward","beam1","beam2","beam3","beam4","latency.active","latency.inactive"
"125",5,"7","heroinSA","saline","02-24-23","Box7","254.000",10,1,"FR_SCRIPT_D:_0.480_E:_0.520_F:_12.000_I:_76.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_22823.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_5.rDat",12,13,12,"119702.000","33968.000","11604.000","12.000","66.1","36.26"
"126",6,"8","heroinSA","heroin","02-24-23","Box8","285.000",10,1,"FR_SCRIPT_D:_0.552_E:_0.448_F:_16.000_I:_93.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5184.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_6.rDat",16,13,16,"252292.000","133286.000","35463.000","16.000","1.21","90.1"
"127",7,"9","heroinSA","saline","02-24-23","Box9","245.000",10,1,"FR_SCRIPT_D:_0.542_E:_0.458_F:_13.000_I:_76.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4100.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_7.rDat",13,11,13,"112729.000","21227.000","9783.000","13.000","1.99","19.84"
"128",8,"10","heroinSA","heroin","02-24-23","Box10","275.000",10,1,"FR_SCRIPT_D:_0.467_E:_0.533_F:_7.000_I:_46.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7537.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_8.rDat",7,8,7,"145268.000","23800.000","10326.000","7.000","3.67","74.33"
"129",9,"3","heroinSA","heroin","02-24-23","Box3","274.000",10,1,"FR_SCRIPT_box3_D:_0.758_E:_0.242_F:_25.000_I:_118.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4643.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_9.rDat",25,8,25,"230260.000","164963.000","68212.000","25.000","108.94","2440.61"
"130",10,"4","heroinSA","heroin","02-24-23","Box4","267.000",10,1,"FR_SCRIPT_box4_D:_0.444_E:_0.556_F:_8.000_I:_54.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_22929.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_10.rDat",8,10,8,"241867.000","123334.000","25664.000","8.000","36.92","1725.5"
"131",11,"11","heroinSA","saline","02-24-23","Box11","257.000",10,1,"FR_SCRIPT_5choice_D:_0.083_E:_0.917_F:_1.000_I:_28.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_21729.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_11.rDat",1,11,1,"0.000","0.000","0.000","1.000","2061.83","257.38"
"132",12,"12","heroinSA","saline","02-24-23","Box12","262.000",10,1,"FR_SCRIPT_5choice_D:_0.450_E:_0.550_F:_9.000_I:_60.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1596.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_12.rDat",9,11,9,"0.000","0.000","0.000","9.000","145.8","17.59"
"133",13,"13","heroinSA","saline","02-24-23","Box13","240.000",10,1,"FR_SCRIPT_5choice_D:_0.571_E:_0.429_F:_4.000_I:_24.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_25276.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_13.rDat",4,3,4,"0.000","0.000","0.000","4.000","1016.72","36.71"
"134",14,"14","heroinSA","saline","02-24-23","Box14","285.000",10,1,"FR_SCRIPT_5choice_D:_0.214_E:_0.786_F:_3.000_I:_36.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5664.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_14.rDat",3,11,3,"0.000","0.000","0.000","3.000","99.13","1133.51"
"135",15,"15","heroinSA","saline","02-24-23","Box15","270.000",10,1,"FR_SCRIPT_5choice_D:_1.000_E:_0.000_F:_2.000_I:_10.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_66944.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20230224","heroinSA_FR1_roomE_20230224_15.rDat",2,0,2,"0.000","0.000","0.000","2.000","2578.45","2578.45"
"136",1,"1","heroinSA","heroin","02-27-23","Box1","284.000",10,1,"FR_SCRIPT_D:_0.739_E:_0.261_F:_17.000_I:_83.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1781.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_1.rDat",17,6,17,"202119.000","178188.000","105599.000","17.000","61.14","347.34"
"137",2,"2","heroinSA","heroin","02-27-23","Box2","262.000",10,1,"FR_SCRIPT_D:_0.850_E:_0.150_F:_17.000_I:_76.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3339.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_2.rDat",17,3,17,"210656.000","205826.000","119539.000","17.000","27.86","137.54"
"138",3,"5","heroinSA","heroin","02-27-23","Box5","264.000",10,1,"FR_SCRIPT_D:_0.833_E:_0.167_F:_25.000_I:_115.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3868.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_3.rDat",25,5,25,"189435.000","178105.000","122252.000","25.000","139.03","29.48"
"139",4,"6","heroinSA","heroin","02-27-23","Box6","248.000",10,1,"FR_SCRIPT_D:_0.682_E:_0.318_F:_15.000_I:_76.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_10158.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_4.rDat",15,7,15,"225690.000","252176.000","57405.000","15.000","33.8","394.22"
"140",5,"7","heroinSA","saline","02-27-23","Box7","255.000",10,1,"FR_SCRIPT_D:_0.371_E:_0.629_F:_13.000_I:_98.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1978.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_5.rDat",13,22,13,"130532.000","52105.000","17484.000","13.000","33.3","6.63"
"141",6,"8","heroinSA","heroin","02-27-23","Box8","292.000",10,1,"FR_SCRIPT_D:_0.944_E:_0.056_F:_17.000_I:_73.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7322.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_6.rDat",17,1,17,"262390.000","138437.000","44172.000","17.000","52.1","6849.91"
"142",7,"9","heroinSA","saline","02-27-23","Box9","242.000",10,1,"FR_SCRIPT_D:_0.733_E:_0.267_F:_11.000_I:_54.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_18321.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_7.rDat",11,4,11,"93811.000","22679.000","21900.000","11.000","27.48","3410.17"
"143",8,"10","heroinSA","heroin","02-27-23","Box10","274.000",10,1,"FR_SCRIPT_D:_0.667_E:_0.333_F:_14.000_I:_72.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5314.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_8.rDat",14,7,14,"267277.000","62794.000","22303.000","14.000","1030.65","39.62"
"144",9,"3","heroinSA","heroin","02-27-23","Box3","250.000",10,1,"FR_SCRIPT_box3_D:_0.875_E:_0.125_F:_28.000_I:_123.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4190.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_9.rDat",28,4,28,"208901.000","147876.000","63982.000","28.000","26.19","211.62"
"145",10,"4","heroinSA","heroin","02-27-23","Box4","268.000",10,1,"FR_SCRIPT_box4_D:_0.813_E:_0.188_F:_13.000_I:_61.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5843.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_10.rDat",13,3,13,"236493.000","155287.000","41938.000","13.000","76.63","8639.98"
"146",11,"11","heroinSA","saline","02-27-23","Box11","258.000",10,1,"FR_SCRIPT_5choice_D:_0.115_E:_0.885_F:_3.000_I:_60.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5881.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_11.rDat",3,23,3,"0.000","0.000","0.000","3.000","65.03","77.76"
"147",12,"12","heroinSA","saline","02-27-23","Box12","263.000",10,1,"FR_SCRIPT_5choice_D:_0.227_E:_0.773_F:_5.000_I:_56.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_9504.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_12.rDat",5,17,5,"0.000","0.000","0.000","5.000","242.11","171.15"
"148",13,"13","heroinSA","saline","02-27-23","Box13","245.000",10,1,"FR_SCRIPT_5choice_D:_0.800_E:_0.200_F:_4.000_I:_20.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_14000.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_13.rDat",4,1,4,"0.000","0.000","0.000","4.000","1263.09","244.87"
"149",14,"14","heroinSA","saline","02-27-23","Box14","286.000",10,1,"FR_SCRIPT_5choice_D:_0.800_E:_0.200_F:_8.000_I:_38.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_19525.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_14.rDat",8,2,8,"0.000","0.000","0.000","8.000","209.7","3886.39"
"150",15,"15","heroinSA","saline","02-27-23","Box15","270.000",10,1,"FR_SCRIPT_5choice_D:_0.333_E:_0.667_F:_1.000_I:_10.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_15229.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20230227","heroinSA_FR1_roomE_20230227_15.rDat",1,2,1,"0.000","0.000","0.000","1.000","88.1","152.86"
"151",1,"1","heroinSA","heroin","02-28-23","Box1","292.000",10,5,"FR_SCRIPT_D:_0.755_E:_0.245_F:_8.000_I:_92.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_8948.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_1.rDat",40,13,8,"238792.000","215230.000","84273.000","40.000","126.44","2333.38"
"152",2,"2","heroinSA","heroin","02-28-23","Box2","267.000",10,5,"FR_SCRIPT_D:_0.773_E:_0.227_F:_11.000_I:_127.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_585.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_2.rDat",58,17,11,"198669.000","210227.000","108672.000","58.000","49.07","216.95"
"153",3,"5","heroinSA","heroin","02-28-23","Box5","272.000",10,5,"FR_SCRIPT_D:_0.907_E:_0.093_F:_19.000_I:_177.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_3673.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_3.rDat",97,10,19,"160567.000","199295.000","137067.000","97.000","71.28","67.82"
"154",4,"6","heroinSA","heroin","02-28-23","Box6","256.000",10,5,"FR_SCRIPT_D:_0.915_E:_0.085_F:_15.000_I:_136.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3644.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_4.rDat",75,7,15,"235978.000","245428.000","56775.000","75.000","129.11","86.36"
"155",5,"7","heroinSA","saline","02-28-23","Box7","261.000",10,5,"FR_SCRIPT_D:_0.514_E:_0.486_F:_7.000_I:_130.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_75.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_5.rDat",37,35,7,"120068.000","47512.000","18486.000","37.000","113.75","133.66"
"156",6,"8","heroinSA","heroin","02-28-23","Box8","294.000",10,5,"FR_SCRIPT_D:_0.783_E:_0.217_F:_9.000_I:_104.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_4837.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_6.rDat",47,13,9,"256570.000","137544.000","51163.000","47.000","55.92","198.27"
"157",7,"9","heroinSA","saline","02-28-23","Box9","250.000",10,5,"FR_SCRIPT_D:_0.583_E:_0.417_F:_7.000_I:_108.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_721.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_7.rDat",35,25,7,"98606.000","33322.000","20177.000","35.000","53.32","21.24"
"158",8,"10","heroinSA","heroin","02-28-23","Box10","287.000",10,5,"FR_SCRIPT_D:_0.667_E:_0.333_F:_0.000_I:_6.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_51281.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_8.rDat",2,1,0,"177353.000","46726.000","13429.000","2.000","114.77","5671.92"
"159",9,"3","heroinSA","heroin","02-28-23","Box3","280.000",10,5,"FR_SCRIPT_box3_D:_0.745_E:_0.255_F:_14.000_I:_167.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_2393.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_9.rDat",73,25,14,"221780.000","111078.000","77200.000","73.000","257.96","485.68"
"160",10,"4","heroinSA","heroin","02-28-23","Box4","277.000",10,5,"FR_SCRIPT_box4_D:_0.769_E:_0.231_F:_10.000_I:_112.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_11703.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_10.rDat",50,15,10,"249978.000","89340.000","26177.000","50.000","267.24","161.16"
"161",11,"11","heroinSA","saline","02-28-23","Box11","263.000",10,5,"FR_SCRIPT_5choice_D:_0.195_E:_0.805_F:_1.000_I:_79.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_4125.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_11.rDat",8,33,1,"0.000","0.000","0.000","8.000","272.43","176.75"
"162",12,"12","heroinSA","saline","02-28-23","Box12","271.000",10,5,"FR_SCRIPT_5choice_D:_0.375_E:_0.625_F:_5.000_I:_135.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_3032.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_12.rDat",27,45,5,"0.000","0.000","0.000","27.000","15.11","140.14"
"163",13,"13","heroinSA","saline","02-28-23","Box13","258.000",10,5,"FR_SCRIPT_5choice_D:_0.515_E:_0.485_F:_3.000_I:_60.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_125.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_13.rDat",17,16,3,"0.000","0.000","0.000","17.000","217.2","23.13"
"164",14,"14","heroinSA","saline","02-28-23","Box14","290.000",10,5,"FR_SCRIPT_5choice_D:_0.537_E:_0.463_F:_5.000_I:_96.000_J:_0.000_K:_10800.010_L:_4.000_R:_0.000_S:_0.000_T:_835.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_14.rDat",29,25,5,"0.000","0.000","0.000","29.000","151.14","256.74"
"165",15,"15","heroinSA","saline","02-28-23","Box15","280.000",10,5,"FR_SCRIPT_5choice_D:_0.286_E:_0.714_F:_0.000_I:_14.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_56844.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20230228","heroinSA_FR1_roomE_20230228_15.rDat",2,5,0,"0.000","0.000","0.000","2.000","5110.19","1785.87"
"166",1,"1","heroinSA","heroin","03-01-23","Box1","292.000",10,5,"FR_SCRIPT_D:_0.920_E:_0.080_F:_9.000_I:_83.000_J:_0.000_K:_10800.010_L:_1.000_R:_0.000_S:_0.000_T:_859.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box1_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_1.rDat",46,4,9,"266856.000","184922.000","59714.000","46.000","32.76","2604.13"
"167",2,"2","heroinSA","heroin","03-01-23","Box2","269.000",10,5,"FR_SCRIPT_D:_0.606_E:_0.394_F:_8.000_I:_118.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_9139.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box2_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_2.rDat",40,26,8,"181120.000","175515.000","145886.000","40.000","40.2","43.05"
"168",3,"5","heroinSA","heroin","03-01-23","Box5","278.000",10,5,"FR_SCRIPT_D:_0.882_E:_0.118_F:_18.000_I:_173.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1407.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box5_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_3.rDat",90,12,18,"215700.000","154014.000","87714.000","90.000","54.08","209.19"
"169",4,"6","heroinSA","heroin","03-01-23","Box6","256.000",10,5,"FR_SCRIPT_D:_0.813_E:_0.188_F:_13.000_I:_138.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4899.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box6_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_4.rDat",65,15,13,"228657.000","235822.000","56368.000","65.000","136.65","145.99"
"170",5,"7","heroinSA","saline","03-01-23","Box7","265.000",10,5,"FR_SCRIPT_D:_0.582_E:_0.418_F:_6.000_I:_98.000_J:_0.000_K:_10800.010_L:_2.000_R:_0.000_S:_0.000_T:_3869.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_5.rDat",32,23,6,"105303.000","47123.000","30367.000","32.000","93.49","20.88"
"171",6,"8","heroinSA","heroin","03-01-23","Box8","301.000",10,5,"FR_SCRIPT_D:_0.861_E:_0.139_F:_13.000_I:_133.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_8361.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box8_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_6.rDat",68,11,13,"262497.000","97907.000","35136.000","68.000","321.91","55.73"
"172",7,"9","heroinSA","saline","03-01-23","Box9","251.000",10,5,"FR_SCRIPT_D:_0.404_E:_0.596_F:_4.000_I:_97.000_J:_0.000_K:_10800.010_L:_1.000_R:_0.000_S:_0.000_T:_1817.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box9_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_7.rDat",21,31,4,"66450.000","19880.000","13902.000","21.000","94.39","33"
"173",8,"10","heroinSA","heroin","03-01-23","Box10","290.000",10,5,"FR_SCRIPT_D:_0.765_E:_0.235_F:_2.000_I:_29.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_6560.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box10_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_8.rDat",13,4,2,"124237.000","36715.000","15736.000","13.000","19.77","67.94"
"174",9,"3","heroinSA","heroin","03-01-23","Box3","285.000",10,5,"FR_SCRIPT_box3_D:_0.586_E:_0.414_F:_15.000_I:_230.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_9097.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box3_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_9.rDat",75,53,15,"187085.000","111249.000","87519.000","75.000","35.41","192.57"
"175",10,"4","heroinSA","heroin","03-01-23","Box4","276.000",10,5,"FR_SCRIPT_box4_D:_0.794_E:_0.206_F:_10.000_I:_108.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_8264.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box4_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_10.rDat",50,13,10,"249011.000","113419.000","29409.000","50.000","93.61","1744.92"
"176",11,"11","heroinSA","saline","03-01-23","Box11","265.000",10,5,"FR_SCRIPT_5choice_D:_0.182_E:_0.818_F:_1.000_I:_85.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_8484.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_11.rDat",8,36,1,"0.000","0.000","0.000","8.000","1199.51","87.15"
"177",12,"12","heroinSA","saline","03-01-23","Box12","281.000",10,5,"FR_SCRIPT_5choice_D:_0.623_E:_0.377_F:_8.000_I:_121.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_7674.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_12.rDat",43,26,8,"0.000","0.000","0.000","43.000","15.21","514.44"
"178",13,"13","heroinSA","saline","03-01-23","Box13","260.000",10,5,"FR_SCRIPT_5choice_D:_0.818_E:_0.182_F:_3.000_I:_37.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_4804.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_13.rDat",18,4,3,"0.000","0.000","0.000","18.000","150.01","35.07"
"179",14,"14","heroinSA","saline","03-01-23","Box14","295.000",10,5,"FR_SCRIPT_5choice_D:_0.577_E:_0.423_F:_3.000_I:_48.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_11353.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20230301","heroinSA_FR1_roomE_20230301_14.rDat",15,11,3,"0.000","0.000","0.000","15.000","141.47","21.7"
