"","id","subject","etype","group","edate","boxnum","weight","iti","fr","msn","comments","fn","sname","active","inactive","reward","beam1","beam2","beam3","beam4","latency.active","latency.inactive"
"253",13,"13","heroinSA","saline","03-08-23","Box13","270.000",10,10,"FR_SCRIPT_5choice_D:_0.556_E:_0.444_F:_1.000_I:_44.000_J:_0.000_K:_10800.010_L:_5.000_R:_0.000_S:_0.000_T:_8990.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomE_20230308","heroinSA_FR1_roomE_20230308_13.rDat",15,12,1,"0.000","0.000","0.000","15.000","233.75","17.99"
"254",14,"14","heroinSA","saline","03-08-23","Box14","305.000",10,10,"FR_SCRIPT_5choice_D:_0.684_E:_0.316_F:_1.000_I:_30.000_J:_0.000_K:_10800.010_L:_3.000_R:_0.000_S:_0.000_T:_3568.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomE_20230308","heroinSA_FR1_roomE_20230308_14.rDat",13,6,1,"0.000","0.000","0.000","13.000","522.26","521.18"
"255",15,"15","heroinSA","saline","03-08-23","Box15","295.000",10,10,"FR_SCRIPT_5choice_D:_0.333_E:_0.667_F:_0.000_I:_7.000_J:_0.000_K:_10800.010_L:_1.000_R:_0.000_S:_0.000_T:_1126.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomE_20230308","heroinSA_FR1_roomE_20230308_15.rDat",1,2,0,"0.000","0.000","0.000","1.000","7832.07","1482.04"
"256",1,"16","heroinSA","saline","02-14-23","Box1","273.000",10,1,"FR_SCRIPT_D:_0.250_E:_0.750_F:_9.000_I:_92.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_811.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_1.rDat",9,27,9,"155138.000","142117.000","131967.000","9.000","254.6","22.49"
"257",2,"17","heroinSA","heroin","02-14-23","Box2","266.000",10,1,"FR_SCRIPT_D:_0.733_E:_0.267_F:_11.000_I:_54.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3710.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_2.rDat",11,4,11,"112445.000","199342.000","197582.000","11.000","180.6","1691.42"
"258",3,"18","heroinSA","heroin","02-14-23","Box3","255.000",10,1,"FR_SCRIPT_D:_0.314_E:_0.686_F:_11.000_I:_95.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_8301.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_3.rDat",11,24,11,"170933.000","121311.000","81291.000","11.000","50.44","483.06"
"259",4,"19","heroinSA","saline","02-14-23","Box4","272.000",10,1,"FR_SCRIPT_D:_0.700_E:_0.300_F:_7.000_I:_36.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_62428.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_4.rDat",7,3,7,"118986.000","226850.000","188610.000","7.000","4.72","1021.05"
"260",5,"20","heroinSA","heroin","02-14-23","Box5","259.000",10,1,"FR_SCRIPT_D:_0.439_E:_0.561_F:_25.000_I:_167.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2006.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_5.rDat",25,32,25,"255074.000","174892.000","77734.000","25.000","284.88","182.32"
"261",6,"21","heroinSA","heroin","02-14-23","Box6","237.000",10,1,"FR_SCRIPT_D:_0.615_E:_0.385_F:_8.000_I:_44.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_8059.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_6.rDat",8,5,8,"89798.000","116035.000","243010.000","8.000","67.74","26.8"
"262",7,"23","heroinSA","heroin","02-14-23","Box8","252.000",10,1,"FR_SCRIPT_D:_0.758_E:_0.242_F:_47.000_I:_224.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_470.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_7.rDat",47,15,47,"133980.000","40553.000","11466.000","47.000","138","1083.24"
"263",8,"24","heroinSA","heroin","02-14-23","Box9","288.000",10,1,"FR_SCRIPT_D:_0.654_E:_0.346_F:_17.000_I:_88.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3538.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_8.rDat",17,9,17,"247456.000","157618.000","42611.000","17.000","109.26","17.35"
"264",9,"25","heroinSA","saline","02-14-23","Box10","240.000",10,1,"FR_SCRIPT_D:_0.288_E:_0.712_F:_17.000_I:_154.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_439.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_9.rDat",17,42,17,"88717.000","72492.000","65680.000","17.000","150.66","117.95"
"265",10,"22","heroinSA","heroin","02-14-23","Box7","234.000",10,1,"FR_SCRIPT_box7_D:_0.681_E:_0.319_F:_32.000_I:_162.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_163.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_10.rDat",32,15,32,"179860.000","186484.000","94643.000","32.000","65.74","53.28"
"266",11,"26","heroinSA","heroin","02-14-23","Box11","271.000",10,1,"FR_SCRIPT_5choice_D:_0.438_E:_0.563_F:_14.000_I:_94.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1485.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_11.rDat",14,18,14,"0.000","0.000","0.000","14.000","132.19","160.4"
"267",12,"27","heroinSA","heroin","02-14-23","Box12","279.000",10,1,"FR_SCRIPT_5choice_D:_0.373_E:_0.627_F:_22.000_I:_164.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4021.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_12.rDat",22,37,22,"0.000","0.000","0.000","22.000","88.77","269.6"
"268",13,"28","heroinSA","saline","02-14-23","Box13","258.000",10,1,"FR_SCRIPT_5choice_D:_0.429_E:_0.571_F:_3.000_I:_22.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_10014.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_13.rDat",3,4,3,"0.000","0.000","0.000","3.000","474.63","778.54"
"269",14,"29","heroinSA","saline","02-14-23","Box14","251.000",10,1,"FR_SCRIPT_5choice_D:_0.298_E:_0.702_F:_17.000_I:_150.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4135.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_14.rDat",17,40,17,"0.000","0.000","0.000","17.000","727.69","299.61"
"270",15,"30","heroinSA","saline","02-14-23","Box15","286.000",10,1,"FR_SCRIPT_5choice_D:_0.597_E:_0.403_F:_43.000_I:_232.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_8674.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomF_20230214","heroinSA_FR1_roomF_20230214_15.rDat",43,29,43,"0.000","0.000","0.000","43.000","78.47","166.05"
"271",1,"16","heroinSA","saline","02-15-23","Box1","274.000",10,1,"FR_SCRIPT_D:_0.250_E:_0.750_F:_5.000_I:_52.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4182.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_1.rDat",5,15,5,"56083.000","103020.000","277801.000","5.000","179.27","796.73"
"272",2,"17","heroinSA","heroin","02-15-23","Box2","269.000",10,1,"FR_SCRIPT_D:_0.688_E:_0.313_F:_11.000_I:_56.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_10164.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_2.rDat",11,5,11,"142293.000","178347.000","126655.000","11.000","232.08","795.2"
"273",3,"18","heroinSA","heroin","02-15-23","Box3","251.000",10,1,"FR_SCRIPT_D:_0.412_E:_0.588_F:_7.000_I:_50.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1143.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_3.rDat",7,10,7,"165671.000","95119.000","67683.000","7.000","458.96","68.04"
"274",4,"19","heroinSA","saline","02-15-23","Box4","278.000",10,1,"FR_SCRIPT_D:_0.000_E:_0.000_F:_0.000_I:_2.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_108000.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_4.rDat",0,0,0,"29528.000","69650.000","323285.000","0.000",NA,NA
"275",5,"20","heroinSA","heroin","02-15-23","Box5","258.000",10,1,"FR_SCRIPT_D:_0.343_E:_0.657_F:_23.000_I:_182.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_74.000_U:_0.000_V:_0.000_W:_1.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_5.rDat",23,44,23,"212015.000","184753.000","67516.000","23.000","117.29","685.86"
"276",6,"21","heroinSA","heroin","02-15-23","Box6","245.000",10,1,"FR_SCRIPT_D:_0.364_E:_0.636_F:_4.000_I:_32.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5640.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_6.rDat",4,7,4,"77750.000","202326.000","217820.000","4.000","87.44","6952.62"
"277",7,"23","heroinSA","heroin","02-15-23","Box8","251.000",10,1,"FR_SCRIPT_D:_0.934_E:_0.066_F:_71.000_I:_304.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_6186.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_7.rDat",71,5,71,"211941.000","157369.000","47429.000","71.000","2.3","41.7"
"278",8,"24","heroinSA","heroin","02-15-23","Box9","295.000",10,1,"FR_SCRIPT_D:_0.630_E:_0.370_F:_17.000_I:_90.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2278.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_8.rDat",17,10,17,"227925.000","190688.000","61596.000","17.000","51.38","199.23"
"279",9,"25","heroinSA","saline","02-15-23","Box10","241.000",10,1,"FR_SCRIPT_D:_0.237_E:_0.763_F:_9.000_I:_96.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4036.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_9.rDat",9,29,9,"64932.000","179398.000","117838.000","9.000","161.53","11.83"
"280",10,"22","heroinSA","heroin","02-15-23","Box7","239.000",10,1,"FR_SCRIPT_box7_D:_0.628_E:_0.372_F:_27.000_I:_142.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4813.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_10.rDat",27,16,27,"155558.000","201879.000","101509.000","27.000","345.07","147.51"
"281",11,"26","heroinSA","heroin","02-15-23","Box11","270.000",10,1,"FR_SCRIPT_5choice_D:_0.692_E:_0.308_F:_18.000_I:_90.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7771.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_11.rDat",18,8,18,"0.000","0.000","0.000","18.000","37.58","539.61"
"282",12,"27","heroinSA","heroin","02-15-23","Box12","276.000",10,1,"FR_SCRIPT_5choice_D:_0.500_E:_0.500_F:_24.000_I:_146.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7454.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_12.rDat",24,24,24,"0.000","0.000","0.000","24.000","111.46","3399.31"
"283",13,"28","heroinSA","saline","02-15-23","Box13","263.000",10,1,"FR_SCRIPT_5choice_D:_0.333_E:_0.667_F:_2.000_I:_18.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_43411.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_13.rDat",2,4,2,"0.000","0.000","0.000","2.000","224.99","771.34"
"284",14,"29","heroinSA","saline","02-15-23","Box14","258.000",10,1,"FR_SCRIPT_5choice_D:_0.313_E:_0.688_F:_10.000_I:_86.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2915.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_14.rDat",10,22,10,"0.000","0.000","0.000","10.000","62.54","77.39"
"285",15,"30","heroinSA","saline","02-15-23","Box15","288.000",10,1,"FR_SCRIPT_5choice_D:_0.435_E:_0.565_F:_10.000_I:_68.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_10087.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomF_20230215","heroinSA_FR1_roomF_20230215_15.rDat",10,13,10,"0.000","0.000","0.000","10.000","93.18","47.22"
"286",1,"16","heroinSA","saline","02-16-23","Box1","272.000",10,1,"FR_SCRIPT_D:_0.520_E:_0.480_F:_13.000_I:_78.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_285.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_1.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_1.rDat",13,12,13,"215523.000","244799.000","80550.000","13.000","665.22","59.03"
"287",2,"17","heroinSA","heroin","02-16-23","Box2","273.000",10,1,"FR_SCRIPT_D:_0.778_E:_0.222_F:_14.000_I:_66.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_5075.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_2.rDat",14,4,14,"164692.000","177507.000","93562.000","14.000","59.81","373.63"
"288",3,"18","heroinSA","heroin","02-16-23","Box3","251.000",10,1,"FR_SCRIPT_D:_0.400_E:_0.600_F:_6.000_I:_44.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_2532.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_3.rDat",6,9,6,"86985.000","74339.000","49513.000","6.000","122.87","204.56"
"289",4,"19","heroinSA","saline","02-16-23","Box4","274.000",10,1,"FR_SCRIPT_D:_1.000_E:_0.000_F:_1.000_I:_6.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_106657.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_1.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_4.rDat",1,0,1,"30650.000","97843.000","321112.000","1.000","134.36","134.36"
"290",5,"20","heroinSA","heroin","02-16-23","Box5","256.000",10,1,"FR_SCRIPT_D:_0.350_E:_0.650_F:_7.000_I:_56.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_440.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_5.rDat",7,13,7,"25942.000","59167.000","314322.000","7.000","13.14","33.42"
"291",6,"21","heroinSA","heroin","02-16-23","Box6","244.000",10,1,"FR_SCRIPT_D:_0.375_E:_0.625_F:_3.000_I:_24.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_73533.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_6.rDat",3,5,3,"87044.000","176440.000","221089.000","3.000","569.26","25.48"
"292",7,"23","heroinSA","heroin","02-16-23","Box8","253.000",10,1,"FR_SCRIPT_D:_0.963_E:_0.038_F:_77.000_I:_326.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_7708.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_7.rDat",77,3,77,"217906.000","125862.000","67190.000","77.000","6.4","202.73"
"293",8,"24","heroinSA","heroin","02-16-23","Box9","296.000",10,1,"FR_SCRIPT_D:_0.625_E:_0.375_F:_15.000_I:_80.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_34214.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_8.rDat",15,9,15,"204696.000","149991.000","42035.000","15.000","214.65","1765.52"
"294",9,"25","heroinSA","saline","02-16-23","Box10","242.000",10,1,"FR_SCRIPT_D:_0.097_E:_0.903_F:_3.000_I:_71.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_247.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_1.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_9.rDat",3,28,3,"72653.000","29799.000","12398.000","3.000","87.92","184.97"
"295",10,"22","heroinSA","heroin","02-16-23","Box7","247.000",10,1,"FR_SCRIPT_box7_D:_0.517_E:_0.483_F:_15.000_I:_92.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1112.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box7_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_10.rDat",15,14,15,"130603.000","192960.000","123713.000","15.000","7.92","372.58"
"296",11,"26","heroinSA","heroin","02-16-23","Box11","267.000",10,1,"FR_SCRIPT_5choice_D:_0.793_E:_0.207_F:_23.000_I:_106.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_385.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_11.rDat",23,6,23,"0.000","0.000","0.000","23.000","14.85","752.11"
"297",12,"27","heroinSA","heroin","02-16-23","Box12","278.000",10,1,"FR_SCRIPT_5choice_D:_0.833_E:_0.167_F:_55.000_I:_245.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_3847.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box12_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_12.rDat",55,11,55,"0.000","0.000","0.000","55.000","456.16","469.19"
"298",13,"28","heroinSA","saline","02-16-23","Box13","260.000",10,1,"FR_SCRIPT_5choice_D:_0.400_E:_0.600_F:_4.000_I:_30.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_1295.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box13_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_13.rDat",4,6,4,"0.000","0.000","0.000","4.000","1143.18","26.44"
"299",14,"29","heroinSA","saline","02-16-23","Box14","262.000",10,1,"FR_SCRIPT_5choice_D:_0.400_E:_0.600_F:_6.000_I:_44.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_4514.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box14_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_14.rDat",6,9,6,"0.000","0.000","0.000","6.000","393.87","517.66"
"300",15,"30","heroinSA","saline","02-16-23","Box15","289.000",10,1,"FR_SCRIPT_5choice_D:_0.643_E:_0.357_F:_9.000_I:_48.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_90740.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box15_Comments:","heroinSA_FR1_roomF_20230216","heroinSA_FR1_roomF_20230216_15.rDat",9,5,9,"0.000","0.000","0.000","9.000","44.79","303.91"
"301",1,"16","heroinSA","saline","02-17-23","Box1","271.000",10,1,"FR_SCRIPT_D:_0.455_E:_0.545_F:_10.000_I:_66.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_37383.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_1.rDat",10,12,10,"49364.000","117549.000","286966.000","10.000","285.48","264.76"
"302",2,"17","heroinSA","heroin","02-17-23","Box2","280.000",10,1,"FR_SCRIPT_D:_0.524_E:_0.476_F:_11.000_I:_66.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_38879.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_2.rDat",11,10,11,"138126.000","232430.000","147773.000","11.000","58.28","102.14"
"303",3,"18","heroinSA","heroin","02-17-23","Box3","250.000",10,1,"FR_SCRIPT_D:_0.625_E:_0.375_F:_5.000_I:_29.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_43803.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_3.rDat",5,3,5,"130237.000","104220.000","76853.000","5.000","60.69","47.39"
"304",4,"19","heroinSA","saline","02-17-23","Box4","277.000",10,1,"FR_SCRIPT_D:_0.000_E:_0.000_F:_0.000_I:_2.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_108000.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_4.rDat",0,0,0,"25927.000","120925.000","331951.000","0.000",NA,NA
"305",5,"20","heroinSA","heroin","02-17-23","Box5","250.000",10,1,"FR_SCRIPT_D:_0.542_E:_0.458_F:_13.000_I:_77.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_27496.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_5.rDat",13,11,13,"151163.000","179356.000","163799.000","13.000","30.82","429.87"
"306",6,"21","heroinSA","heroin","02-17-23","Box6","240.000",10,1,"FR_SCRIPT_D:_0.261_E:_0.739_F:_6.000_I:_60.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_639.000_U:_0.000_V:_1.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_6.rDat",6,17,6,"78411.000","243138.000","193051.000","6.000","4.87","68.22"
"307",7,"23","heroinSA","heroin","02-17-23","Box8","253.000",10,1,"FR_SCRIPT_D:_0.952_E:_0.048_F:_100.000_I:_440.000_J:_0.000_K:_10800.010_L:_0.000_R:_0.000_S:_0.000_T:_10920.000_U:_0.000_V:_0.000_W:_0.000_X:_0.000_Y:_0.000_Z:_0.000","\Box11_Comments:","heroinSA_FR1_roomF_20230217","heroinSA_FR1_roomF_20230217_7.rDat",100,5,100,"147375.000","89725.000","90952.000","100.000","23.71","42.99"
