"subject","e.type","group","boxnum","edate","weight","file name","fr","active","inactive","reward","beam1","beam2","beam3","beam4","latency to first active","latency to first inactive","act0-600","act600-1200","act1200-1800","act1800-2400","act2400-3000","act3000-3600","act3600-4200","act4200-4800","act4800-5400","act5400-6000","act6000-6600","act6600-7200","act7200-7800","act7800-8400","act8400-9000","act9000-9600","act9600-10200","act10200-10800","inact0-600","inact600-1200","inact1200-1800","inact1800-2400","inact2400-3000","inact3000-3600","inact3600-4200","inact4200-4800","inact4800-5400","inact5400-6000","inact6000-6600","inact6600-7200","inact7200-7800","inact7800-8400","inact8400-9000","inact9000-9600","inact9600-10200","inact10200-10800","rew0-600","rew600-1200","rew1200-1800","rew1800-2400","rew2400-3000","rew3000-3600","rew3600-4200","rew4200-4800","rew4800-5400","rew5400-6000","rew6000-6600","rew6600-7200","rew7200-7800","rew7800-8400","rew8400-9000","rew9000-9600","rew9600-10200","rew10200-10800","comments"
"9","heroinSA","heroin","Box9","01-31-22","275","heroinSA_FR1_roomE_20220131","1","58","51","58","331402","119762","13860","58","0.87","0.7","6","2","6","2","2","4","3","5","2","6","1","3","2","0","2","4","3","5","17","10","12","12","17","14","3","5","2","11","1","3","4","18","20","6","4","5","6","2","6","2","2","4","3","5","2","6","1","3","2","0","2","4","3","5","\Box9_Comments:"
"10","heroinSA","saline","Box10","01-31-22","267","heroinSA_FR1_roomE_20220131","1","17","6","17","80616","140084","200858","17","11.13","11.13","6","0","1","1","2","1","0","0","0","1","0","3","0","0","0","0","2","0","12","2","5","1","2","1","0","0","0","1","0","3","0","0","0","0","3","0","6","0","1","1","2","1","0","0","0","1","0","3","0","0","0","0","2","0","\Box10_Comments:"
"11","heroinSA","saline","Box11","01-31-22","285","heroinSA_FR1_roomE_20220131","1","25","7","25","0","0","0","25","30.33","4.06","7","4","2","1","1","0","1","0","1","3","1","0","0","1","0","0","3","0","15","4","5","3","3","0","1","0","1","3","1","0","0","1","0","0","3","0","7","4","2","1","1","0","1","0","1","3","1","0","0","1","0","0","3","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","01-31-22","268","heroinSA_FR1_roomE_20220131","1","7","3","7","0","0","0","7","1902.81","273.86","0","0","0","1","1","3","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","1","5","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","1","0","1","0","0","0","0","0","0","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","01-31-22","261","heroinSA_FR1_roomE_20220131","1","26","13","26","0","0","0","26","148.07","1.58","8","4","2","5","0","2","0","2","0","0","0","0","0","3","0","0","0","0","16","10","6","9","0","2","0","2","0","0","0","0","0","7","0","0","0","0","8","4","2","5","0","2","0","2","0","0","0","0","0","3","0","0","0","0","\Box13_Comments:"
"14","heroinSA","saline","Box14","01-31-22","277","heroinSA_FR1_roomE_20220131","1","4","1","4","0","0","0","4","237.28","66.2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","\Box14_Comments:"
"15","heroinSA","saline","Box15","01-31-22","265","heroinSA_FR1_roomE_20220131","1","7","2","7","0","0","0","7","289.91","289.91","1","1","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","2","0","3","0","0","0","0","0","0","0","0","3","0","1","1","1","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","1","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-01-22","260","heroinSA_FR1_roomE_20220201","1","17","18","17","262106","219582","45449","17","0.13","0.13","4","2","2","0","1","1","0","1","2","1","0","0","2","0","0","0","0","1","12","2","10","0","5","5","2","1","4","8","0","0","2","2","0","0","0","1","4","2","2","0","1","1","0","1","2","1","0","0","2","0","0","0","0","1","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-01-22","286","heroinSA_FR1_roomE_20220201","1","51","41","51","207809","153979","76931","51","40.21","27.11","8","2","4","0","5","0","0","0","6","1","0","0","6","5","4","0","6","4","20","10","14","12","7","0","0","0","6","2","0","0","6","8","10","0","32","14","8","2","4","0","5","0","0","0","6","1","0","0","6","5","4","0","6","4","\Box2_Comments:"
"3","heroinSA","heroin","Box3","02-01-22","271","heroinSA_FR1_roomE_20220201","1","23","65","23","147577","178176","87164","23","347.71","113.5","2","0","2","1","0","2","4","1","4","1","5","1","0","0","0","0","0","0","4","2","2","1","10","2","5","1","40","1","5","1","2","6","22","4","2","44","2","0","2","1","0","2","4","1","4","1","5","1","0","0","0","0","0","0","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-01-22","248","heroinSA_FR1_roomE_20220201","1","14","3","14","187228","117979","51007","14","39.74","39.74","2","1","1","0","0","3","2","0","0","2","0","0","0","1","0","2","0","0","6","1","1","0","0","3","2","0","0","2","0","2","0","1","0","2","0","0","2","1","1","0","0","3","2","0","0","2","0","0","0","1","0","2","0","0","\Box4_Comments:"
"5","heroinSA","heroin","Box5","02-01-22","276","heroinSA_FR1_roomE_20220201","1","25","119","25","254686","186203","81470","25","18.37","18.37","5","2","3","4","0","1","1","1","1","1","0","1","1","1","1","0","0","2","9","2","3","4","0","1","7","5","5","47","14","27","21","13","19","14","26","46","5","2","3","4","0","1","1","1","1","1","0","1","1","1","1","0","0","2","\Box5_Comments:"
"6","heroinSA","heroin","Box6","02-01-22","259","heroinSA_FR1_roomE_20220201","1","33","0","33","257924","155024","43534","33","66.14","66.14","3","1","6","2","3","1","1","1","3","2","1","0","3","2","2","0","1","1","3","1","10","2","4","1","1","2","3","2","1","0","4","2","2","0","1","1","3","1","6","2","3","1","1","1","3","2","1","0","3","2","2","0","1","1","\Box6_Comments:"
"7","heroinSA","heroin","Box7","02-01-22","285","heroinSA_FR1_roomE_20220201","1","40","5","40","223746","80700","24673","40","82.92","28.97","6","2","2","2","2","1","2","2","1","2","1","2","2","3","1","2","3","4","14","2","2","2","2","1","4","2","1","2","1","2","2","3","1","2","4","4","6","2","2","2","2","1","2","2","1","2","1","2","2","3","1","2","3","4","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-01-22","261","heroinSA_FR1_roomE_20220201","1","40","13","40","252112","99649","57061","40","65.29","65.29","7","3","2","0","0","4","0","0","3","3","0","4","0","3","3","2","3","3","13","3","6","0","0","4","0","0","3","3","0","4","0","7","3","2","7","11","7","3","2","0","0","4","0","0","3","3","0","4","0","3","3","2","3","3","\Box8_Comments:"
"9","heroinSA","heroin","Box9","02-01-22","273","heroinSA_FR1_roomE_20220201","1","49","13","49","338053","81392","5569","49","55.11","38.71","5","4","3","2","3","3","3","3","2","2","0","5","1","2","3","1","4","3","13","4","3","8","4","3","4","3","2","2","0","5","1","4","3","1","15","4","5","4","3","2","3","3","3","3","2","2","0","5","1","2","3","1","4","3","\Box9_Comments:"
"10","heroinSA","saline","Box10","02-01-22","270","heroinSA_FR1_roomE_20220201","1","19","10","19","151869","209100","162512","19","60.58","25.38","2","1","0","2","0","0","0","0","1","4","0","1","4","0","0","2","2","0","10","1","0","10","0","0","0","0","1","8","0","1","4","0","0","2","2","0","2","1","0","2","0","0","0","0","1","4","0","1","4","0","0","2","2","0","\Box10_Comments:"
"11","heroinSA","saline","Box11","02-01-22","290","heroinSA_FR1_roomE_20220201","1","19","7","19","0","0","0","19","48.9","48.9","9","0","1","1","1","0","1","2","0","0","0","0","2","2","0","0","0","0","16","0","1","3","1","0","1","4","0","0","0","0","2","4","0","0","2","0","9","0","1","1","1","0","1","2","0","0","0","0","2","2","0","0","0","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-01-22","275","heroinSA_FR1_roomE_20220201","1","5","0","5","0","0","0","5","225.18","225.18","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-01-22","263","heroinSA_FR1_roomE_20220201","1","34","5","34","0","0","0","34","15.43","15.43","9","0","0","3","0","1","1","3","0","0","1","0","2","1","2","0","0","11","9","0","0","3","0","1","1","3","0","0","1","0","2","1","2","4","0","17","9","0","0","3","0","1","1","3","0","0","1","0","2","1","2","0","0","11","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-01-22","280","heroinSA_FR1_roomE_20220201","1","15","6","15","0","0","0","15","21.34","21.34","2","0","2","0","1","0","0","0","0","1","0","0","2","1","0","1","2","3","6","0","2","0","1","0","4","0","0","1","0","0","2","3","0","1","2","5","2","0","2","0","1","0","0","0","0","1","0","0","2","1","0","1","2","3","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-01-22","269","heroinSA_FR1_roomE_20220201","1","3","4","3","0","0","0","3","150.75","150.75","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-02-22","262","heroinSA_FR1_roomE_20220202","1","14","33","14","253383","240180","49901","14","11.86","11.86","4","1","0","0","1","1","0","0","1","1","0","1","0","1","1","0","1","1","6","3","6","16","1","3","2","14","1","5","2","3","0","1","11","0","1","5","4","1","0","0","1","1","0","0","1","1","0","1","0","1","1","0","1","1","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-02-22","285","heroinSA_FR1_roomE_20220202","1","78","26","78","235088","196995","56746","78","44.21","27.02","9","5","0","6","8","0","3","5","5","2","8","0","3","7","3","6","4","4","27","7","0","8","11","0","5","5","7","2","24","0","11","18","11","11","4","8","9","5","0","6","8","0","3","5","5","2","8","0","3","7","3","6","4","4","\Box2_Comments:"
"3","heroinSA","heroin","Box3","02-02-22","274","heroinSA_FR1_roomE_20220202","1","37","5","37","302594","146440","15514","37","23.9","12.36","7","0","4","0","2","3","0","3","0","3","0","3","0","3","4","0","3","2","17","0","16","0","10","8","0","9","0","10","0","15","0","12","16","5","21","10","7","0","4","0","2","3","0","3","0","3","0","3","0","3","4","0","3","2","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-02-22","250","heroinSA_FR1_roomE_20220202","1","19","1","19","136089","99806","51455","19","44.33","44.33","6","0","1","0","0","1","2","1","1","1","1","0","1","1","1","0","1","1","8","0","1","0","0","1","2","1","1","1","1","0","1","1","1","0","1","1","6","0","1","0","0","1","2","1","1","1","1","0","1","1","1","0","1","1","\Box4_Comments:"
"5","heroinSA","heroin","Box5","02-02-22","283","heroinSA_FR1_roomE_20220202","1","28","68","28","240528","186142","89186","28","96.22","45.77","4","3","1","3","0","2","0","4","2","1","2","0","1","1","0","1","1","2","18","27","5","11","10","20","22","6","12","1","6","2","9","5","0","3","3","4","4","3","1","3","0","2","0","4","2","1","2","0","1","1","0","1","1","2","\Box5_Comments:"
"6","heroinSA","heroin","Box6","02-02-22","261","heroinSA_FR1_roomE_20220202","1","38","21","38","305866","96232","21251","38","208.71","86.36","6","2","4","2","2","4","0","0","2","4","0","2","3","0","3","0","2","2","11","2","4","2","5","4","0","0","40","5","0","2","3","0","3","0","2","2","6","2","4","2","2","4","0","0","2","4","0","2","3","0","3","0","2","2","\Box6_Comments:"
"7","heroinSA","heroin","Box7","02-02-22","290","heroinSA_FR1_roomE_20220202","1","45","3","45","195346","59500","17780","45","34.95","34.95","7","2","3","1","3","1","2","2","3","2","3","1","3","3","1","2","3","3","13","2","3","1","3","1","2","2","3","2","3","1","3","3","1","2","3","3","7","2","3","1","3","1","2","2","3","2","3","1","3","3","1","2","3","3","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-02-22","260","heroinSA_FR1_roomE_20220202","1","42","1","42","159273","109452","139573","42","111.65","111.65","7","2","1","2","4","0","5","0","2","2","0","4","0","2","3","2","3","3","11","2","1","2","4","0","5","0","2","2","0","4","0","2","3","2","3","3","7","2","1","2","4","0","5","0","2","2","0","4","0","2","3","2","3","3","\Box8_Comments:"
"9","heroinSA","heroin","Box9","02-02-22","280","heroinSA_FR1_roomE_20220202","1","50","110","50","321767","103359","13319","50","35.18","35.18","6","2","3","2","2","3","4","2","1","2","2","3","3","2","4","3","3","3","10","8","15","2","26","37","20","16","5","6","25","18","17","17","8","3","25","15","6","2","3","2","2","3","4","2","1","2","2","3","3","2","4","3","3","3","\Box9_Comments:"
"10","heroinSA","saline","Box10","02-02-22","275","heroinSA_FR1_roomE_20220202","1","16","13","16","35367","119197","282342","16","29.19","29.19","5","0","0","2","0","0","0","0","1","0","0","0","0","0","2","6","0","0","19","0","0","4","0","0","0","0","9","0","0","0","0","0","2","8","0","0","5","0","0","2","0","0","0","0","1","0","0","0","0","0","2","6","0","0","\Box10_Comments:"
"11","heroinSA","saline","Box11","02-02-22","300","heroinSA_FR1_roomE_20220202","1","29","15","29","0","0","0","29","14.18","14.18","9","0","3","0","5","0","1","3","0","0","0","0","0","0","4","1","0","3","20","0","5","0","9","0","9","7","0","0","0","0","0","0","6","1","0","3","9","0","3","0","5","0","1","3","0","0","0","0","0","0","4","1","0","3","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-02-22","276","heroinSA_FR1_roomE_20220202","1","1","1","1","0","0","0","1","494.09","486.88","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-02-22","271","heroinSA_FR1_roomE_20220202","1","19","9","19","0","0","0","19","18.01","18.01","4","0","0","1","0","1","3","0","4","0","0","1","0","0","4","0","0","1","6","2","0","1","0","1","9","0","4","0","0","1","0","0","6","0","0","7","4","0","0","1","0","1","3","0","4","0","0","1","0","0","4","0","0","1","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-02-22","287","heroinSA_FR1_roomE_20220202","1","29","7","29","0","0","0","29","37.3","37.3","6","3","3","0","0","1","2","1","0","0","3","6","0","0","0","3","0","1","6","3","5","0","0","1","12","1","0","0","3","8","0","0","0","3","0","1","6","3","3","0","0","1","2","1","0","0","3","6","0","0","0","3","0","1","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-02-22","270","heroinSA_FR1_roomE_20220202","1","4","2","4","0","0","0","4","252.34","252.34","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","\Box15_Comments:"
"16","heroinSA","heroin","Box1","01-18-22","294","heroinSA_FR1_roomF_20220118","1","78","8","43","189105","133426","57252","43","29.45","22.41","7","5","8","6","1","7","3","3","6","6","0","2","1","10","4","1","7","1","11","13","8","6","1","7","3","3","6","6","0","2","1","10","6","1","7","3","7","5","8","6","1","7","3","3","6","6","0","2","1","10","4","1","7","1","\Box1_Comments:"
"17","heroinSA","heroin","Box2","01-18-22","268","heroinSA_FR1_roomF_20220118","1","120","40","42","173578","85363","49114","42","25.77","25.77","9","5","15","2","1","5","2","8","10","5","0","16","4","2","25","1","2","8","13","7","15","2","1","5","14","12","10","7","0","68","4","2","27","1","2","10","9","5","15","2","1","5","2","8","10","5","0","16","4","2","25","1","2","8","\Box2_Comments:"
"18","heroinSA","heroin","Box3","01-18-22","226","heroinSA_FR1_roomF_20220118","1","50","18","26","231417","71063","16177","26","264.34","264.34","1","5","5","1","2","2","1","1","1","1","1","4","0","7","7","1","3","7","1","5","5","5","2","12","1","1","7","1","3","4","4","7","7","1","13","7","1","5","5","1","2","2","1","1","1","1","1","4","0","7","7","1","3","7","\Box3_Comments:"
"19","heroinSA","heroin","Box4","01-18-22","248","heroinSA_FR1_roomF_20220118","1","43","2","33","134452","30294","11007","33","219.35","54.48","1","4","1","3","0","3","2","2","0","4","6","0","3","0","6","1","7","0","5","4","1","3","0","3","2","2","0","4","6","0","3","0","6","1","7","0","1","4","1","3","0","3","2","2","0","4","6","0","3","0","6","1","7","0","\Box4_Comments:"
"20","heroinSA","heroin","Box5","01-18-22","257","heroinSA_FR1_roomF_20220118","1","41","5","26","167414","372443","113515","26","385.68","161.74","1","5","3","1","4","4","1","3","0","4","4","0","4","1","1","2","1","2","11","5","3","1","4","4","1","3","0","4","4","0","4","1","1","2","1","2","1","5","3","1","4","4","1","3","0","4","4","0","4","1","1","2","1","2","\Box5_Comments:"
"21","heroinSA","heroin","Box6","01-18-22","269","heroinSA_FR1_roomF_20220118","1","62","4","45","236813","18469","7081","45","199.85","199.85","4","4","2","2","5","1","6","0","5","6","0","7","3","4","0","5","5","3","4","12","2","2","5","1","6","0","5","6","0","7","3","4","0","5","5","3","4","4","2","2","5","1","6","0","5","6","0","7","3","4","0","5","5","3","\Box6_Comments:"
"22","heroinSA","heroin","Box7","01-18-22","264","heroinSA_FR1_roomF_20220118","1","45","18","19","161668","75835","54134","19","944.53","7.03","0","2","5","0","0","6","0","7","0","4","5","3","4","2","0","0","1","6","22","2","5","0","0","6","0","7","0","4","7","3","4","2","0","0","1","18","0","2","5","0","0","6","0","7","0","4","5","3","4","2","0","0","1","6","\Box7_Comments:"
"23","heroinSA","saline","Box8","01-18-22","260","heroinSA_FR1_roomF_20220118","1","58","26","30","162279","84595","54146","30","148.01","148.01","5","6","4","5","5","0","1","0","20","2","2","1","0","0","3","2","1","1","9","10","26","7","5","2","1","2","20","14","2","1","0","0","3","2","5","1","5","6","4","5","5","0","1","0","20","2","2","1","0","0","3","2","1","1","\Box8_Comments:"
"24","heroinSA","saline","Box9","01-18-22","255","heroinSA_FR1_roomF_20220118","1","199","96","71","106986","379081","50291","71","369.7","167.78","7","16","33","16","6","6","27","22","5","35","0","2","18","6","0","0","0","0","31","24","41","46","12","14","37","50","55","35","0","2","30","6","0","0","0","8","7","16","33","16","6","6","27","22","5","35","0","2","18","6","0","0","0","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","01-18-22","280","heroinSA_FR1_roomF_20220118","1","129","40","45","175259","141341","83674","45","52.29","43.76","2","3","20","1","3","7","12","2","9","0","14","1","15","13","2","8","4","13","16","23","30","1","11","7","26","6","19","0","14","1","15","13","2","8","4","13","2","3","20","1","3","7","12","2","9","0","14","1","15","13","2","8","4","13","\Box10_Comments:"
"26","heroinSA","saline","Box11","01-18-22","234","heroinSA_FR1_roomF_20220118","1","55","6","33","0","0","0","33","341.65","341.65","3","11","10","3","8","8","3","6","3","0","0","0","0","0","0","0","0","0","3","13","10","5","12","8","3","6","3","0","4","0","0","0","0","0","0","0","3","11","10","3","8","8","3","6","3","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","01-18-22","265","heroinSA_FR1_roomF_20220118","1","19","14","16","0","0","0","16","460.73","179.37","1","3","5","0","2","0","1","1","0","0","1","0","0","5","0","0","0","0","5","9","7","0","8","0","1","1","2","2","3","0","0","5","0","0","4","0","1","3","5","0","2","0","1","1","0","0","1","0","0","5","0","0","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","01-18-22","287","heroinSA_FR1_roomF_20220118","1","52","52","35","0","0","0","35","421.37","118.47","1","12","6","3","7","5","0","2","3","1","7","2","0","2","1","0","0","0","15","50","18","3","17","9","0","2","3","3","7","6","20","2","1","0","0","0","1","12","6","3","7","5","0","2","3","1","7","2","0","2","1","0","0","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","01-18-22","274","heroinSA_FR1_roomF_20220118","1","39","7","23","0","0","0","23","9.22","9.22","5","4","4","4","6","0","10","0","0","0","1","2","3","0","0","0","0","0","9","6","6","4","8","0","12","0","0","0","1","4","3","0","0","0","0","0","5","4","4","4","6","0","10","0","0","0","1","2","3","0","0","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","01-18-22","254","heroinSA_FR1_roomF_20220118","1","31","16","21","0","0","0","21","193.86","193.86","1","2","5","0","3","5","0","4","0","1","3","0","1","0","0","2","0","4","3","8","11","0","7","5","0","6","6","1","7","0","1","0","0","2","2","4","1","2","5","0","3","5","0","4","0","1","3","0","1","0","0","2","0","4","\Box15_Comments:"
"16","heroinSA","heroin","Box1","01-19-22","289","heroinSA_FR1_roomF_20220119","1","88","7","51","218916","111519","48762","51","30.18","30.18","9","10","6","8","9","1","2","2","5","3","2","3","3","0","3","6","8","8","13","10","6","8","9","1","2","2","5","3","6","3","7","0","3","8","8","8","9","10","6","8","9","1","2","2","5","3","2","3","3","0","3","6","8","8","\Box1_Comments:"
"17","heroinSA","heroin","Box2","01-19-22","289","heroinSA_FR1_roomF_20220119","1","87","16","30","203823","164768","88899","30","36.14","36.14","17","17","3","6","4","1","0","6","0","5","6","4","0","15","0","0","2","1","17","17","9","8","4","5","6","8","0","9","6","10","0","17","0","0","2","1","17","17","3","6","4","1","0","6","0","5","6","4","0","15","0","0","2","1","\Box2_Comments:"
"18","heroinSA","heroin","Box3","01-19-22","234","heroinSA_FR1_roomF_20220119","1","60","12","28","216869","75347","17525","28","11.43","11.43","2","8","1","6","3","0","3","0","7","7","3","3","5","0","2","2","8","0","10","8","3","6","3","4","3","0","7","9","3","3","7","0","2","2","14","0","2","8","1","6","3","0","3","0","7","7","3","3","5","0","2","2","8","0","\Box3_Comments:"
"19","heroinSA","heroin","Box4","01-19-22","242","heroinSA_FR1_roomF_20220119","1","41","1","26","198759","77281","30308","26","20.41","20.41","5","5","2","5","2","1","1","0","1","3","2","0","1","4","2","7","0","0","5","5","2","5","2","1","1","0","1","5","2","0","1","4","2","7","0","0","5","5","2","5","2","1","1","0","1","3","2","0","1","4","2","7","0","0","\Box4_Comments:"
"20","heroinSA","heroin","Box5","01-19-22","258","heroinSA_FR1_roomF_20220119","1","54","2","32","185260","366696","34210","32","105.39","20.44","6","1","6","1","0","6","3","1","1","6","4","5","2","0","7","0","3","2","10","1","6","1","0","6","3","1","1","6","4","5","2","0","7","0","3","2","6","1","6","1","0","6","3","1","1","6","4","5","2","0","7","0","3","2","\Box5_Comments:"
"21","heroinSA","heroin","Box6","01-19-22","261","heroinSA_FR1_roomF_20220119","1","84","5","61","244782","17011","5280","61","18.35","18.35","7","9","5","17","0","3","2","4","9","1","10","0","2","4","1","1","7","2","15","9","5","17","0","3","2","4","9","1","10","0","2","4","1","1","9","2","7","9","5","17","0","3","2","4","9","1","10","0","2","4","1","1","7","2","\Box6_Comments:"
"22","heroinSA","heroin","Box7","01-19-22","260","heroinSA_FR1_roomF_20220119","1","56","4","33","257734","98357","33227","33","30.18","12.75","6","2","6","5","0","2","2","3","1","3","3","3","2","3","2","5","1","7","8","2","8","5","0","2","2","3","1","3","3","3","2","7","2","5","1","7","6","2","6","5","0","2","2","3","1","3","3","3","2","3","2","5","1","7","\Box7_Comments:"
"23","heroinSA","saline","Box8","01-19-22","260","heroinSA_FR1_roomF_20220119","1","53","10","27","100915","47475","33808","27","42.03","42.03","14","14","2","5","0","2","0","0","7","0","0","0","1","0","1","0","0","7","14","20","2","5","0","14","0","0","7","0","0","0","1","0","3","0","0","7","14","14","2","5","0","2","0","0","7","0","0","0","1","0","1","0","0","7","\Box8_Comments:"
"24","heroinSA","saline","Box9","01-19-22","252","heroinSA_FR1_roomF_20220119","1","125","62","50","120025","369087","30420","50","13.36","13.36","20","16","3","19","9","0","3","5","4","1","11","0","2","26","0","0","3","3","26","30","3","25","9","0","5","5","14","3","15","0","32","58","0","0","7","17","20","16","3","19","9","0","3","5","4","1","11","0","2","26","0","0","3","3","\Box9_Comments:"
"25","heroinSA","heroin","Box10","01-19-22","283","heroinSA_FR1_roomF_20220119","1","106","32","50","158940","172816","135690","50","34.66","34.66","11","13","5","4","5","5","5","5","1","10","4","7","2","4","4","7","11","3","23","17","5","4","5","7","11","7","1","30","6","7","6","8","8","7","15","3","11","13","5","4","5","5","5","5","1","10","4","7","2","4","4","7","11","3","\Box10_Comments:"
"26","heroinSA","saline","Box11","01-19-22","236","heroinSA_FR1_roomF_20220119","1","29","7","23","0","0","0","23","14.13","14.13","4","16","3","2","0","1","0","0","0","0","1","0","0","0","1","0","0","1","6","18","3","2","0","1","0","0","0","0","1","10","0","0","1","0","0","1","4","16","3","2","0","1","0","0","0","0","1","0","0","0","1","0","0","1","\Box11_Comments:"
"27","heroinSA","saline","Box12","01-19-22","272","heroinSA_FR1_roomF_20220119","1","9","14","9","0","0","0","9","3.43","3.43","3","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","5","4","1","1","7","5","8","0","0","0","1","0","3","0","0","2","0","0","3","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","01-19-22","282","heroinSA_FR1_roomF_20220119","1","28","7","20","0","0","0","20","88.82","88.82","10","4","0","2","0","0","2","0","2","0","1","0","0","5","1","0","0","1","10","8","0","2","0","0","4","0","6","2","1","0","0","5","1","0","0","3","10","4","0","2","0","0","2","0","2","0","1","0","0","5","1","0","0","1","\Box13_Comments:"
"29","heroinSA","saline","Box14","01-19-22","275","heroinSA_FR1_roomF_20220119","1","64","22","31","0","0","0","31","45.75","45.75","11","14","3","1","7","0","2","0","0","0","2","7","4","2","4","7","0","0","29","16","11","5","9","0","4","0","0","0","2","7","4","2","6","13","0","0","11","14","3","1","7","0","2","0","0","0","2","7","4","2","4","7","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","01-19-22","250","heroinSA_FR1_roomF_20220119","1","20","18","18","0","0","0","18","6.22","6.22","7","2","3","0","0","0","0","4","0","0","0","0","0","0","0","3","1","0","7","12","5","0","0","4","0","8","0","0","2","0","10","0","0","5","3","0","7","2","3","0","0","0","0","4","0","0","0","0","0","0","0","3","1","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","01-21-22","281","heroinSA_FR1_roomF_20220121","1","26","1","26","290784","158512","36416","26","217.05","210.04","2","3","1","3","1","0","3","0","2","1","2","1","2","0","2","1","2","0","4","3","1","3","1","0","3","0","2","1","2","1","2","0","2","1","2","0","2","3","1","3","1","0","3","0","2","1","2","1","2","0","2","1","2","0","\Box1_Comments:"
"17","heroinSA","heroin","Box2","01-21-22","263","heroinSA_FR1_roomF_20220121","1","19","27","19","186861","186525","118509","19","58.96","58.96","5","1","0","2","1","0","2","0","1","1","2","1","0","1","0","1","0","1","5","9","2","6","3","6","5","0","7","1","8","3","2","13","0","1","2","1","5","1","0","2","1","0","2","0","1","1","2","1","0","1","0","1","0","1","\Box2_Comments:"
"18","heroinSA","heroin","Box3","01-21-22","235","heroinSA_FR1_roomF_20220121","1","31","61","31","136442","60148","54155","31","119.29","42.39","3","3","0","2","2","2","3","2","1","2","1","1","1","2","1","1","3","1","11","16","0","2","2","17","3","14","5","30","7","19","1","2","1","9","10","7","3","3","0","2","2","2","3","2","1","2","1","1","1","2","1","1","3","1","\Box3_Comments:"
"19","heroinSA","heroin","Box4","01-21-22","240","heroinSA_FR1_roomF_20220121","1","21","4","21","209127","142123","74354","21","336.92","17.99","2","1","2","1","0","1","2","0","0","1","1","1","2","1","1","3","0","2","5","1","2","7","0","1","2","0","0","1","1","1","2","1","1","3","0","2","2","1","2","1","0","1","2","0","0","1","1","1","2","1","1","3","0","2","\Box4_Comments:"
"20","heroinSA","heroin","Box5","01-21-22","260","heroinSA_FR1_roomF_20220121","1","26","12","26","174340","365122","95377","26","5","5","1","2","1","3","2","2","1","1","1","2","2","0","3","1","1","1","1","1","1","4","1","3","2","2","1","1","1","2","2","0","3","19","1","1","5","1","1","2","1","3","2","2","1","1","1","2","2","0","3","1","1","1","1","1","\Box5_Comments:"
