"subject","e.type","group","boxnum","edate","weight","file name","fr","active","inactive","reward","beam1","beam2","beam3","beam4","latency to first active","latency to first inactive","act0-600","act600-1200","act1200-1800","act1800-2400","act2400-3000","act3000-3600","act3600-4200","act4200-4800","act4800-5400","act5400-6000","act6000-6600","act6600-7200","act7200-7800","act7800-8400","act8400-9000","act9000-9600","act9600-10200","act10200-10800","inact0-600","inact600-1200","inact1200-1800","inact1800-2400","inact2400-3000","inact3000-3600","inact3600-4200","inact4200-4800","inact4800-5400","inact5400-6000","inact6000-6600","inact6600-7200","inact7200-7800","inact7800-8400","inact8400-9000","inact9000-9600","inact9600-10200","inact10200-10800","rew0-600","rew600-1200","rew1200-1800","rew1800-2400","rew2400-3000","rew3000-3600","rew3600-4200","rew4200-4800","rew4800-5400","rew5400-6000","rew6000-6600","rew6600-7200","rew7200-7800","rew7800-8400","rew8400-9000","rew9000-9600","rew9600-10200","rew10200-10800","comments"
"24","heroinSA","saline","Box9","01-27-22","252","heroinSA_FR1_roomF_20220127","1","8","4","8","310550","368829","13445","8","91.89","91.89","2","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","3","0","9","0","2","0","0","0","0","1","0","1","0","0","1","0","0","0","3","0","2","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","3","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","01-27-22","281","heroinSA_FR1_roomF_20220127","1","26","24","26","232166","231440","73560","26","84.41","24.52","4","0","2","2","1","1","1","2","1","1","1","1","2","1","1","2","1","2","12","6","8","2","3","5","1","2","3","5","7","1","4","1","3","4","1","6","4","0","2","2","1","1","1","2","1","1","1","1","2","1","1","2","1","2","\Box10_Comments:"
"26","heroinSA","saline","Box11","01-27-22","250","heroinSA_FR1_roomF_20220127","1","5","6","5","0","0","0","5","412.07","412.07","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","13","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","01-27-22","275","heroinSA_FR1_roomF_20220127","1","8","7","8","0","0","0","8","456.71","54.86","2","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","16","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","01-27-22","289","heroinSA_FR1_roomF_20220127","1","7","1","7","0","0","0","7","171.21","171.21","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","\Box13_Comments:"
"29","heroinSA","saline","Box14","01-27-22","274","heroinSA_FR1_roomF_20220127","1","4","2","4","0","0","0","4","76.58","4.17","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","01-27-22","259","heroinSA_FR1_roomF_20220127","1","2","3","2","0","0","0","2","1775.63","599.49","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","01-28-22","287","heroinSA_FR1_roomF_20220128","1","45","2","45","235436","68699","33186","45","9.47","9.47","6","0","3","2","3","2","3","2","1","2","3","0","3","3","3","1","5","3","10","0","3","2","3","2","3","2","1","2","3","0","3","3","3","1","5","3","6","0","3","2","3","2","3","2","1","2","3","0","3","3","3","1","5","3","\Box1_Comments:"
"17","heroinSA","heroin","Box2","01-28-22","263","heroinSA_FR1_roomF_20220128","1","90","0","90","195845","62270","49379","90","15.29","15.29","11","3","9","0","10","5","3","0","9","0","9","4","5","8","3","0","10","1","12","3","10","0","11","6","3","0","10","0","9","5","6","8","3","0","13","1","11","3","9","0","10","5","3","0","9","0","9","4","5","8","3","0","10","1","\Box2_Comments:"
"18","heroinSA","heroin","Box3","01-28-22","251","heroinSA_FR1_roomF_20220128","1","14","12","14","108910","75684","83059","14","127.52","127.52","2","1","1","0","1","1","1","0","2","0","1","1","0","1","0","1","0","1","5","3","5","2","1","1","1","0","8","0","1","1","0","11","0","1","0","1","2","1","1","0","1","1","1","0","2","0","1","1","0","1","0","1","0","1","\Box3_Comments:"
"19","heroinSA","heroin","Box4","01-28-22","242","heroinSA_FR1_roomF_20220128","1","29","0","29","211838","121862","56061","29","229.88","229.88","2","3","2","1","2","2","2","1","1","2","1","1","3","1","2","1","1","1","2","3","2","1","2","2","2","1","1","2","1","1","3","1","2","1","1","1","2","3","2","1","2","2","2","1","1","2","1","1","3","1","2","1","1","1","\Box4_Comments:"
"20","heroinSA","heroin","Box5","01-28-22","267","heroinSA_FR1_roomF_20220128","1","50","1","50","210311","364360","68307","50","22.44","22.44","6","2","3","1","3","2","2","2","2","3","3","3","2","3","3","3","4","3","8","2","3","1","3","2","2","2","2","3","3","3","2","4","3","3","4","4","6","2","3","1","3","2","2","2","2","3","3","3","2","3","3","3","4","3","\Box5_Comments:"
"21","heroinSA","heroin","Box6","01-28-22","258","heroinSA_FR1_roomF_20220128","1","197","18","197","181553","19349","17141","197","45.36","45.36","8","13","5","6","2","10","2","4","7","12","20","0","7","2","36","29","25","9","22","13","5","6","2","10","2","4","17","12","21","0","7","2","36","31","28","26","8","13","5","6","2","10","2","4","7","12","20","0","7","2","36","29","25","9","\Box6_Comments:"
"22","heroinSA","heroin","Box7","01-28-22","252","heroinSA_FR1_roomF_20220128","1","53","34","53","258762","163914","64477","53","4.5","4.44","4","4","0","4","0","6","0","8","4","1","4","0","5","1","1","6","4","1","33","4","0","38","0","6","0","10","4","1","4","0","6","1","1","11","4","3","4","4","0","4","0","6","0","8","4","1","4","0","5","1","1","6","4","1","\Box7_Comments:"
"23","heroinSA","saline","Box8","01-28-22","258","heroinSA_FR1_roomF_20220128","1","6","4","6","38432","23895","38651","6","52.33","3.17","1","1","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","5","1","0","0","0","0","3","0","0","0","0","0","0","0","5","0","0","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","01-28-22","252","heroinSA_FR1_roomF_20220128","1","2","3","2","197052","370956","10630","2","170.02","9.86","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","01-28-22","280","heroinSA_FR1_roomF_20220128","1","21","11","21","261117","215611","39175","21","126.97","94.4","4","0","1","2","1","1","1","1","2","0","1","1","1","1","1","1","1","1","10","0","1","2","1","5","3","1","4","0","5","1","1","5","1","1","1","1","4","0","1","2","1","1","1","1","2","0","1","1","1","1","1","1","1","1","\Box10_Comments:"
"26","heroinSA","saline","Box11","01-28-22","255","heroinSA_FR1_roomF_20220128","1","1","2","1","0","0","0","1","3277.24","1005.14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","01-28-22","281","heroinSA_FR1_roomF_20220128","1","10","5","10","0","0","0","10","193.11","193.11","3","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","5","3","2","0","0","6","0","1","0","0","0","0","0","0","0","2","1","1","3","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","\Box12_Comments:"
"28","heroinSA","saline","Box13","01-28-22","291","heroinSA_FR1_roomF_20220128","1","8","3","8","0","0","0","8","42.19","42.19","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","10","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","01-28-22","279","heroinSA_FR1_roomF_20220128","1","5","12","5","0","0","0","5","34.95","21.24","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","7","0","0","0","1","8","0","4","5","0","0","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","01-28-22","264","heroinSA_FR1_roomF_20220128","1","7","2","7","0","0","0","7","58.96","58.96","3","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3","0","6","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","3","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","01-31-22","292","heroinSA_FR1_roomF_20220131","1","152","3","152","171020","64144","59688","152","5.6","5.6","10","4","6","2","7","11","6","9","5","7","14","9","0","3","15","9","16","19","14","5","7","3","7","12","6","9","5","7","15","9","0","3","16","11","17","21","10","4","6","2","7","11","6","9","5","7","14","9","0","3","15","9","16","19","\Box1_Comments:"
"17","heroinSA","heroin","Box2","01-31-22","265","heroinSA_FR1_roomF_20220131","1","205","13","205","186836","61647","64404","205","50.61","26.84","17","3","15","2","0","9","5","12","7","7","9","0","13","2","28","50","20","6","33","3","20","2","0","10","5","12","8","8","11","0","16","2","31","75","40","12","17","3","15","2","0","9","5","12","7","7","9","0","13","2","28","50","20","6","\Box2_Comments:"
"18","heroinSA","heroin","Box3","01-31-22","254","heroinSA_FR1_roomF_20220131","1","17","7","17","122890","104508","127073","17","46.18","45.98","3","2","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","4","2","2","3","1","3","1","1","0","0","1","5","0","3","5","0","2","1","3","2","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","\Box3_Comments:"
"19","heroinSA","heroin","Box4","01-31-22","244","heroinSA_FR1_roomF_20220131","1","41","0","41","214872","175930","67435","41","20.92","20.92","7","5","0","3","2","2","3","0","2","2","1","2","2","3","1","1","2","3","7","5","0","3","2","2","3","0","2","2","1","2","2","3","1","1","2","3","7","5","0","3","2","2","3","0","2","2","1","2","2","3","1","1","2","3","\Box4_Comments:"
"20","heroinSA","heroin","Box5","01-31-22","267","heroinSA_FR1_roomF_20220131","1","55","1","55","204298","364896","70575","55","18.15","18.15","7","4","3","2","6","2","2","2","2","2","3","2","4","2","2","3","3","4","9","4","3","2","6","2","2","2","2","2","3","2","5","2","2","3","3","4","7","4","3","2","6","2","2","2","2","2","3","2","4","2","2","3","3","4","\Box5_Comments:"
"21","heroinSA","heroin","Box6","01-31-22","253","heroinSA_FR1_roomF_20220131","1","241","162","241","168839","30530","23679","241","10.22","10.22","27","9","15","14","0","13","17","16","11","22","21","2","13","20","10","16","8","7","33","10","15","15","0","13","17","16","11","22","29","2","18","61","120","53","145","18","27","9","15","14","0","13","17","16","11","22","21","2","13","20","10","16","8","7","\Box6_Comments:"
"22","heroinSA","heroin","Box7","01-31-22","255","heroinSA_FR1_roomF_20220131","1","68","28","68","237181","189712","38917","68","20.59","9.8","11","4","2","10","0","0","6","4","3","4","0","7","0","6","0","2","9","0","32","4","2","15","0","0","6","4","3","5","0","30","0","7","0","14","10","0","11","4","2","10","0","0","6","4","3","4","0","7","0","6","0","2","9","0","\Box7_Comments:"
"23","heroinSA","saline","Box8","01-31-22","263","heroinSA_FR1_roomF_20220131","1","5","6","5","76661","35291","26155","5","470.24","470.24","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","6","0","0","0","0","0","3","0","2","0","0","4","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","01-31-22","246","heroinSA_FR1_roomF_20220131","1","22","8","22","161079","368303","35329","22","60.11","60.11","3","1","2","1","0","5","0","3","0","0","2","0","0","1","0","2","2","0","9","1","2","7","0","10","0","4","0","0","2","0","0","3","0","2","3","0","3","1","2","1","0","5","0","3","0","0","2","0","0","1","0","2","2","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","01-31-22","281","heroinSA_FR1_roomF_20220131","1","36","18","36","273855","187468","38053","36","91.06","53.74","3","1","2","2","3","3","3","2","0","2","2","2","2","1","2","3","1","2","9","3","4","2","7","9","5","2","0","2","4","4","6","1","2","3","3","9","3","1","2","2","3","3","3","2","0","2","2","2","2","1","2","3","1","2","\Box10_Comments:"
"26","heroinSA","saline","Box11","01-31-22","260","heroinSA_FR1_roomF_20220131","1","5","1","5","0","0","0","5","361.66","361.66","1","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","01-31-22","285","heroinSA_FR1_roomF_20220131","1","12","12","12","0","0","0","12","85.85","85.85","3","2","1","0","0","0","0","0","0","0","0","1","0","0","4","0","1","0","9","4","1","0","2","0","4","0","0","0","4","1","0","0","10","0","1","0","3","2","1","0","0","0","0","0","0","0","0","1","0","0","4","0","1","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","01-31-22","288","heroinSA_FR1_roomF_20220131","1","23","5","23","0","0","0","23","8.6","8.6","2","2","5","3","0","0","0","2","4","0","1","0","0","0","0","3","1","0","2","2","5","3","0","2","0","2","4","0","1","0","0","0","0","11","1","0","2","2","5","3","0","0","0","2","4","0","1","0","0","0","0","3","1","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","01-31-22","272","heroinSA_FR1_roomF_20220131","1","1","4","1","0","0","0","1","143.13","143.13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","01-31-22","261","heroinSA_FR1_roomF_20220131","1","4","4","4","0","0","0","4","2134.22","2066.77","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-01-22","294","heroinSA_FR1_roomF_20220201","1","109","17","109","282201","55262","13772","109","50.94","47.39","7","8","17","8","1","2","5","6","6","4","4","7","2","1","7","7","8","9","28","24","17","9","1","2","5","6","7","4","5","8","2","1","7","7","8","11","7","8","17","8","1","2","5","6","6","4","4","7","2","1","7","7","8","9","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-01-22","275","heroinSA_FR1_roomF_20220201","1","83","1","83","204708","161298","93449","83","3.09","3.09","13","2","7","0","8","3","0","15","0","2","3","10","2","0","7","7","4","0","16","2","8","0","9","3","0","16","0","2","5","12","2","0","9","11","5","0","13","2","7","0","8","3","0","15","0","2","3","10","2","0","7","7","4","0","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-01-22","260","heroinSA_FR1_roomF_20220201","1","17","15","17","92507","99597","217816","17","75.52","75.24","3","0","1","2","0","1","1","1","1","1","0","1","0","2","0","1","2","0","4","0","3","3","0","13","13","1","2","2","0","1","0","9","0","1","2","0","3","0","1","2","0","1","1","1","1","1","0","1","0","2","0","1","2","0","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-01-22","251","heroinSA_FR1_roomF_20220201","1","35","0","35","238130","112663","45740","35","24.5","24.5","7","1","3","1","2","2","1","1","2","2","1","2","1","3","1","2","2","1","8","1","3","1","2","2","1","1","2","2","1","2","1","3","1","2","2","1","7","1","3","1","2","2","1","1","2","2","1","2","1","3","1","2","2","1","\Box4_Comments:"
"20","heroinSA","heroin","Box5","02-01-22","272","heroinSA_FR1_roomF_20220201","1","53","0","53","177001","365735","102165","53","83.95","83.95","5","3","3","2","3","2","3","2","3","4","2","3","2","2","3","4","3","4","5","3","3","2","3","2","3","2","3","4","2","3","2","2","3","4","3","4","5","3","3","2","3","2","3","2","3","4","2","3","2","2","3","4","3","4","\Box5_Comments:"
"21","heroinSA","heroin","Box6","02-01-22","261","heroinSA_FR1_roomF_20220201","1","112","97","112","243387","74202","47262","112","117.81","47.65","12","6","5","6","3","3","8","4","8","1","3","2","4","3","6","3","10","25","63","6","41","6","3","3","74","4","8","1","39","10","4","3","6","3","10","27","12","6","5","6","3","3","8","4","8","1","3","2","4","3","6","3","10","25","\Box6_Comments:"
"22","heroinSA","heroin","Box7","02-01-22","251","heroinSA_FR1_roomF_20220201","1","59","22","59","192052","138100","55391","59","28.86","28.86","8","2","4","6","3","1","2","2","2","7","4","0","0","0","5","3","6","4","26","2","4","12","7","1","2","16","6","8","5","0","0","0","5","3","7","4","8","2","4","6","3","1","2","2","2","7","4","0","0","0","5","3","6","4","\Box7_Comments:"
"23","heroinSA","saline","Box8","02-01-22","267","heroinSA_FR1_roomF_20220201","1","4","13","4","81207","37578","45774","4","3611.62","1419.36","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","4","0","0","2","5","0","0","0","2","3","5","0","1","8","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","\Box8_Comments:"
"24","heroinSA","saline","Box9","02-01-22","252","heroinSA_FR1_roomF_20220201","1","23","8","23","214361","370430","26671","23","141.69","141.69","4","0","1","1","3","1","2","0","1","1","4","0","0","0","1","0","2","2","4","0","1","1","13","1","2","0","1","1","8","0","0","0","2","0","2","4","4","0","1","1","3","1","2","0","1","1","4","0","0","0","1","0","2","2","\Box9_Comments:"
"25","heroinSA","heroin","Box10","02-01-22","285","heroinSA_FR1_roomF_20220201","1","22","25","22","279996","174666","40973","22","21.13","21.13","4","2","1","2","0","1","2","0","1","1","0","2","2","0","0","2","2","0","20","6","1","2","0","3","16","0","1","1","0","2","10","0","6","2","2","0","4","2","1","2","0","1","2","0","1","1","0","2","2","0","0","2","2","0","\Box10_Comments:"
"26","heroinSA","saline","Box11","02-01-22","263","heroinSA_FR1_roomF_20220201","1","14","9","14","0","0","0","14","19.87","19.87","3","2","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","5","2","12","0","0","0","0","0","0","0","0","2","0","0","0","0","3","2","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","02-01-22","284","heroinSA_FR1_roomF_20220201","1","14","10","14","0","0","0","14","76.26","2.66","3","2","0","0","1","0","4","0","0","0","1","0","0","1","0","1","1","0","11","2","0","0","1","0","4","0","0","0","1","0","0","1","6","1","7","0","3","2","0","0","1","0","4","0","0","0","1","0","0","1","0","1","1","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","02-01-22","287","heroinSA_FR1_roomF_20220201","1","12","2","12","0","0","0","12","159.9","159.9","1","3","0","4","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","7","0","4","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","3","0","4","0","0","0","0","0","0","0","0","0","0","2","0","2","0","\Box13_Comments:"
"29","heroinSA","saline","Box14","02-01-22","274","heroinSA_FR1_roomF_20220201","1","1","4","1","0","0","0","1","9888.13","51.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","02-01-22","271","heroinSA_FR1_roomF_20220201","1","4","4","4","0","0","0","4","241.89","241.89","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","5","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","\Box15_Comments:"
"16","heroinSA","heroin","Box1","02-02-22","300","heroinSA_FR1_roomF_20220202","1","74","3","74","324951","40401","14525","74","203.73","56.75","6","3","8","2","2","4","2","3","2","12","3","1","3","5","9","3","4","2","12","3","9","2","2","4","2","3","2","12","3","1","3","5","9","4","4","2","6","3","8","2","2","4","2","3","2","12","3","1","3","5","9","3","4","2","\Box1_Comments:"
"17","heroinSA","heroin","Box2","02-02-22","280","heroinSA_FR1_roomF_20220202","1","84","0","84","224392","68695","48425","84","41.04","41.04","15","0","16","0","9","0","4","6","0","8","4","5","7","0","0","10","0","0","16","0","16","0","9","0","4","6","0","9","6","5","8","0","0","11","0","0","15","0","16","0","9","0","4","6","0","8","4","5","7","0","0","10","0","0","\Box2_Comments:"
"18","heroinSA","heroin","Box3","02-02-22","260","heroinSA_FR1_roomF_20220202","1","20","12","20","110385","98792","179880","20","130.73","125.92","2","1","1","1","2","1","0","1","1","2","0","1","1","2","1","0","2","1","9","1","5","2","4","6","0","1","1","6","0","1","5","2","1","0","4","1","2","1","1","1","2","1","0","1","1","2","0","1","1","2","1","0","2","1","\Box3_Comments:"
"19","heroinSA","heroin","Box4","02-02-22","251","heroinSA_FR1_roomF_20220202","1","39","0","39","259097","112377","35742","39","114.99","114.99","6","2","3","2","2","3","0","2","3","2","2","1","1","2","2","2","1","3","6","2","3","2","2","3","0","2","3","2","2","1","1","2","2","2","1","4","6","2","3","2","2","3","0","2","3","2","2","1","1","2","2","2","1","3","\Box4_Comments:"
"20","heroinSA","heroin","Box5","02-02-22","275","heroinSA_FR1_roomF_20220202","1","43","0","43","191648","398172","79712","43","66.8","66.8","5","2","2","3","1","3","1","2","3","0","4","2","3","2","3","3","2","2","6","2","3","3","1","3","1","2","4","0","4","2","3","2","3","3","2","2","5","2","2","3","1","3","1","2","3","0","4","2","3","2","3","3","2","2","\Box5_Comments:"
"21","heroinSA","heroin","Box6","02-02-22","265","heroinSA_FR1_roomF_20220202","1","110","58","110","127640","16026","8059","110","23.35","20.13","17","5","3","5","2","7","2","9","18","0","2","7","3","4","18","8","0","0","27","5","3","5","2","7","2","9","22","0","2","7","3","4","18","8","18","88","17","5","3","5","2","7","2","9","18","0","2","7","3","4","18","8","0","0","\Box6_Comments:"
"22","heroinSA","heroin","Box7","02-02-22","260","heroinSA_FR1_roomF_20220202","1","66","18","66","206613","159414","114012","66","73.59","73.59","9","3","0","7","0","6","0","3","6","0","5","6","0","5","7","2","6","1","19","7","0","7","0","28","0","3","6","0","5","6","0","6","10","2","6","1","9","3","0","7","0","6","0","3","6","0","5","6","0","5","7","2","6","1","\Box7_Comments:"
"23","heroinSA","saline","Box8","02-02-22","265","heroinSA_FR1_roomF_20220202","1","7","14","7","93595","44901","32598","7","31.65","5.92","1","0","1","0","0","0","2","0","0","0","1","0","0","1","0","0","0","1","9","2","1","0","0","0","2","0","0","0","9","0","0","9","0","2","0","1","1","0","1","0","0","0","2","0","0","0","1","0","0","1","0","0","0","1","\Box8_Comments:"
"24","heroinSA","saline","Box9","02-02-22","259","heroinSA_FR1_roomF_20220202","1","9","9","9","191702","402011","14185","9","161.28","161.28","3","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","9","0","1","2","0","1","0","0","0","0","0","0","0","9","4","1","1","0","3","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","\Box9_Comments:"
"25","heroinSA","heroin","Box10","02-02-22","290","heroinSA_FR1_roomF_20220202","1","19","13","19","276191","165750","43711","19","46.51","46.51","3","2","2","0","1","1","1","1","0","2","1","0","1","1","1","0","2","0","7","14","6","0","3","1","3","1","0","2","1","0","1","1","1","0","4","0","3","2","2","0","1","1","1","1","0","2","1","0","1","1","1","0","2","0","\Box10_Comments:"
"26","heroinSA","saline","Box11","02-02-22","270","heroinSA_FR1_roomF_20220202","1","5","7","5","0","0","0","5","26.51","26.51","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","2","0","5","6","0","0","1","0","0","0","0","0","0","0","0","2","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"27","heroinSA","saline","Box12","02-02-22","284","heroinSA_FR1_roomF_20220202","1","8","8","8","0","0","0","8","99.07","23.01","2","1","0","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","10","5","0","0","4","0","0","0","1","0","2","0","0","0","0","0","0","2","2","1","0","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","\Box12_Comments:"
"28","heroinSA","saline","Box13","02-02-22","289","heroinSA_FR1_roomF_20220202","1","29","9","29","0","0","0","29","171.54","171.54","6","2","5","4","0","0","1","0","0","0","0","0","0","0","6","0","4","1","8","10","5","6","0","0","1","0","0","0","0","0","0","6","6","0","4","1","6","2","5","4","0","0","1","0","0","0","0","0","0","0","6","0","4","1","\Box13_Comments:"
"29","heroinSA","saline","Box14","02-02-22","284","heroinSA_FR1_roomF_20220202","1","3","3","3","0","0","0","3","568.63","362.98","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box14_Comments:"
"30","heroinSA","saline","Box15","02-02-22","274","heroinSA_FR1_roomF_20220202","1","4","6","4","0","0","0","4","123.55","107.05","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","5","1","0","0","0","4","1","2","0","0","0","0","0","0","1","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-03-22","265","heroinSA_FR5_roomE_20220203","5","90","31","18","240532","252854","67984","90","29.03","16.39","20","5","1","1","8","5","1","5","2","8","1","8","2","2","11","0","2","8","42","7","1","3","16","5","5","6","8","8","1","12","2","4","23","2","4","11","20","5","1","1","8","5","1","5","2","8","1","8","2","2","11","0","2","8","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-03-22","289","heroinSA_FR5_roomE_20220203","5","350","11","70","209726","123826","71449","350","45.8","45.8","48","23","18","10","22","0","20","10","19","30","5","10","25","32","0","38","2","38","57","25","20","16","31","0","25","13","20","35","5","24","27","38","0","39","2","40","48","23","18","10","22","0","20","10","19","30","5","10","25","32","0","38","2","38","\Box2_Comments:"
"3","heroinSA","heroin","Box3","02-03-22","270","heroinSA_FR5_roomE_20220203","5","160","4","32","248511","246907","68751","160","161.64","114.03","5","17","11","7","14","6","9","9","8","14","19","0","11","1","14","0","5","10","11","25","16","10","27","13","15","17","16","28","27","0","16","1","15","0","5","13","5","17","11","7","14","6","9","9","8","14","19","0","11","1","14","0","5","10","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-03-22","254","heroinSA_FR5_roomE_20220203","5","55","11","11","122867","148097","91528","55","19.31","19.31","6","4","2","3","2","3","0","5","5","0","6","0","4","3","2","5","0","5","14","8","4","3","6","3","0","5","7","0","6","0","4","5","2","5","0","5","6","4","2","3","2","3","0","5","5","0","6","0","4","3","2","5","0","5","\Box4_Comments:"
"5","heroinSA","heroin","Box5","02-03-22","280","heroinSA_FR5_roomE_20220203","5","145","56","29","217995","182606","97384","145","292.95","202.63","12","34","8","4","2","25","0","17","0","7","5","1","11","9","0","5","4","1","42","34","10","20","4","30","0","17","0","13","7","5","13","23","0","25","6","9","12","34","8","4","2","25","0","17","0","7","5","1","11","9","0","5","4","1","\Box5_Comments:"
