"subject","e.type","group","boxnum","edate","weight","file name","fr","active","inactive","reward","beam1","beam2","beam3","beam4","latency to first active","latency to first inactive","act0-600","act600-1200","act1200-1800","act1800-2400","act2400-3000","act3000-3600","act3600-4200","act4200-4800","act4800-5400","act5400-6000","act6000-6600","act6600-7200","act7200-7800","act7800-8400","act8400-9000","act9000-9600","act9600-10200","act10200-10800","inact0-600","inact600-1200","inact1200-1800","inact1800-2400","inact2400-3000","inact3000-3600","inact3600-4200","inact4200-4800","inact4800-5400","inact5400-6000","inact6000-6600","inact6600-7200","inact7200-7800","inact7800-8400","inact8400-9000","inact9000-9600","inact9600-10200","inact10200-10800","rew0-600","rew600-1200","rew1200-1800","rew1800-2400","rew2400-3000","rew3000-3600","rew3600-4200","rew4200-4800","rew4800-5400","rew5400-6000","rew6000-6600","rew6600-7200","rew7200-7800","rew7800-8400","rew8400-9000","rew9000-9600","rew9600-10200","rew10200-10800","comments"
"6","heroinSA","heroin","Box6","02-24-23","253","heroinSA_FR1_roomE_20230224","1","18","11","18","191297","288226","80219","18","2.48","2.48","4","1","1","0","2","1","1","1","1","0","1","1","0","2","0","0","1","1","4","1","1","0","2","3","9","1","1","0","3","1","0","2","0","0","11","1","4","1","1","0","2","1","1","1","1","0","1","1","0","2","0","0","1","1","\Box6_Comments:"
"7","heroinSA","saline","Box7","02-24-23","254","heroinSA_FR1_roomE_20230224","1","12","13","12","119702","33968","11604","12","66.1","36.26","2","3","0","3","0","0","0","0","0","1","0","0","1","2","0","0","0","0","8","7","2","7","2","0","0","0","0","1","0","0","3","6","2","0","0","0","2","3","0","3","0","0","0","0","0","1","0","0","1","2","0","0","0","0","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-24-23","285","heroinSA_FR1_roomE_20230224","1","16","13","16","252292","133286","35463","16","1.21","1.21","3","1","1","1","2","1","0","1","2","0","0","1","0","0","1","0","1","1","10","1","1","11","2","1","0","5","2","0","0","3","0","4","1","0","1","1","3","1","1","1","2","1","0","1","2","0","0","1","0","0","1","0","1","1","\Box8_Comments:"
"9","heroinSA","saline","Box9","02-24-23","245","heroinSA_FR1_roomE_20230224","1","13","11","13","112729","21227","9783","13","1.99","1.99","5","2","0","0","0","0","2","0","0","0","0","0","1","2","0","1","0","0","13","2","0","0","0","0","2","0","0","0","10","0","1","2","0","1","0","4","5","2","0","0","0","0","2","0","0","0","0","0","1","2","0","1","0","0","\Box9_Comments:"
"10","heroinSA","heroin","Box10","02-24-23","275","heroinSA_FR1_roomE_20230224","1","7","8","7","145268","23800","10326","7","3.67","3.67","1","1","1","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","5","1","3","0","0","0","0","0","0","1","1","0","0","2","0","0","10","0","1","1","1","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","\Box10_Comments:"
"3","heroinSA","heroin","Box3","02-24-23","274","heroinSA_FR1_roomE_20230224","1","25","8","25","230260","164963","68212","25","108.94","108.94","4","2","1","2","2","1","2","1","0","0","2","2","0","1","1","1","1","2","4","2","1","2","10","1","2","1","0","0","2","2","4","1","5","1","1","2","4","2","1","2","2","1","2","1","0","0","2","2","0","1","1","1","1","2","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-24-23","267","heroinSA_FR1_roomE_20230224","1","8","10","8","241867","123334","25664","8","36.92","36.92","2","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","2","0","3","2","3","2","0","3","0","9","0","0","1","2","1","0","0","0","2","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","\Box4_Comments:"
"11","heroinSA","saline","Box11","02-24-23","257","heroinSA_FR1_roomE_20230224","1","1","11","1","0","0","0","1","2061.83","257.38","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","7","0","0","0","0","0","0","0","0","6","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-24-23","262","heroinSA_FR1_roomE_20230224","1","9","11","9","0","0","0","9","145.8","17.59","2","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","6","3","1","1","7","0","0","0","0","0","3","4","0","1","2","2","0","1","2","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-24-23","240","heroinSA_FR1_roomE_20230224","1","4","3","4","0","0","0","4","1016.72","36.71","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","2","5","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-24-23","285","heroinSA_FR1_roomE_20230224","1","3","11","3","0","0","0","3","99.13","99.13","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","2","0","0","0","14","2","0","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-24-23","270","heroinSA_FR1_roomE_20230224","1","2","0","2","0","0","0","2","2578.45","2578.45","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-27-23","284","heroinSA_FR1_roomE_20230227","1","17","6","17","202119","178188","105599","17","61.14","61.14","3","1","3","2","1","3","0","1","0","0","0","0","0","0","0","1","0","2","5","1","5","4","1","5","0","4","2","0","0","0","0","0","0","1","0","2","3","1","3","2","1","3","0","1","0","0","0","0","0","0","0","1","0","2","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-27-23","262","heroinSA_FR1_roomE_20230227","1","17","3","17","210656","205826","119539","17","27.86","27.86","4","0","1","1","2","0","0","2","0","0","1","1","1","1","2","0","0","1","6","0","1","1","2","0","0","2","0","0","1","1","1","3","2","0","2","1","4","0","1","1","2","0","0","2","0","0","1","1","1","1","2","0","0","1","\Box2_Comments:"
"5","heroinSA","heroin","Box5","02-27-23","264","heroinSA_FR1_roomE_20230227","1","25","5","25","189435","178105","122252","25","139.03","29.48","5","1","5","1","0","0","2","0","2","1","1","1","0","1","1","1","1","2","18","1","5","1","0","0","2","0","2","1","1","1","0","1","1","1","1","2","5","1","5","1","0","0","2","0","2","1","1","1","0","1","1","1","1","2","\Box5_Comments:"
"6","heroinSA","heroin","Box6","02-27-23","248","heroinSA_FR1_roomE_20230227","1","15","7","15","225690","252176","57405","15","33.8","33.8","3","2","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","0","5","2","1","1","1","5","3","0","0","3","0","1","2","0","1","1","3","0","3","2","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","0","\Box6_Comments:"
"7","heroinSA","saline","Box7","02-27-23","255","heroinSA_FR1_roomE_20230227","1","13","22","13","130532","52105","17484","13","33.3","6.63","4","2","2","2","0","0","1","0","0","0","0","0","0","0","0","1","0","1","20","6","16","6","0","0","1","0","0","0","0","6","0","0","0","1","0","1","4","2","2","2","0","0","1","0","0","0","0","0","0","0","0","1","0","1","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-27-23","292","heroinSA_FR1_roomE_20230227","1","17","1","17","262390","138437","44172","17","52.1","46.81","4","3","3","0","1","1","0","1","0","0","1","0","0","1","0","1","1","0","5","3","3","0","1","1","0","1","0","0","1","2","0","1","0","1","1","0","4","3","3","0","1","1","0","1","0","0","1","0","0","1","0","1","1","0","\Box8_Comments:"
"9","heroinSA","saline","Box9","02-27-23","242","heroinSA_FR1_roomE_20230227","1","11","4","11","93811","22679","21900","11","27.48","27.48","6","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","6","2","0","0","0","6","0","0","0","0","0","0","0","3","2","0","0","0","6","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","\Box9_Comments:"
"10","heroinSA","heroin","Box10","02-27-23","274","heroinSA_FR1_roomE_20230227","1","14","7","14","267277","62794","22303","14","1030.65","39.62","0","1","2","0","0","0","0","0","0","0","0","0","0","0","4","0","5","2","2","1","6","0","0","2","0","0","0","0","0","0","0","0","4","0","7","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","4","0","5","2","\Box10_Comments:"
"3","heroinSA","heroin","Box3","02-27-23","250","heroinSA_FR1_roomE_20230227","1","28","4","28","208901","147876","63982","28","26.19","26.19","6","1","2","1","2","0","2","0","1","1","2","1","3","0","1","1","2","2","9","3","2","1","6","0","2","0","1","1","2","1","3","0","1","1","2","2","6","1","2","1","2","0","2","0","1","1","2","1","3","0","1","1","2","2","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-27-23","268","heroinSA_FR1_roomE_20230227","1","13","3","13","236493","155287","41938","13","76.63","76.63","3","1","1","0","2","0","1","1","0","0","0","1","0","1","0","0","0","2","3","1","1","0","2","0","2","1","0","0","0","1","0","1","2","0","4","2","3","1","1","0","2","0","1","1","0","0","0","1","0","1","0","0","0","2","\Box4_Comments:"
"11","heroinSA","saline","Box11","02-27-23","258","heroinSA_FR1_roomE_20230227","1","3","23","3","0","0","0","3","65.03","65.03","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","4","14","0","8","0","2","0","0","0","0","0","2","5","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-27-23","263","heroinSA_FR1_roomE_20230227","1","5","17","5","0","0","0","5","242.11","171.15","1","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","2","4","4","3","0","11","0","0","0","6","0","0","2","0","0","2","0","1","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-27-23","245","heroinSA_FR1_roomE_20230227","1","4","1","4","0","0","0","4","1263.09","244.87","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-27-23","286","heroinSA_FR1_roomE_20230227","1","8","2","8","0","0","0","8","209.7","209.7","1","2","0","0","0","1","0","0","0","2","0","1","0","0","1","0","0","0","1","2","0","0","0","1","4","0","0","2","0","1","0","0","1","0","0","0","1","2","0","0","0","1","0","0","0","2","0","1","0","0","1","0","0","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-27-23","270","heroinSA_FR1_roomE_20230227","1","1","2","1","0","0","0","1","88.1","88.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","02-28-23","292","heroinSA_FR1_roomE_20230228","5","40","13","8","238792","215230","84273","40","126.44","126.44","10","1","3","2","1","1","1","4","3","1","2","3","1","2","1","3","1","0","10","1","3","4","9","5","1","4","11","1","2","3","1","6","1","3","1","0","10","1","3","2","1","1","1","4","3","1","2","3","1","2","1","3","1","0","\Box1_Comments:"
"2","heroinSA","heroin","Box2","02-28-23","267","heroinSA_FR1_roomE_20230228","5","58","17","11","198669","210227","108672","58","49.07","49.07","15","5","5","6","6","0","3","3","0","2","0","5","0","5","0","0","1","2","29","5","7","6","8","0","5","3","6","6","0","5","0","7","0","0","1","4","15","5","5","6","6","0","3","3","0","2","0","5","0","5","0","0","1","2","\Box2_Comments:"
"5","heroinSA","heroin","Box5","02-28-23","272","heroinSA_FR1_roomE_20230228","5","97","10","19","160567","199295","137067","97","71.28","67.82","15","7","9","9","5","5","8","6","1","5","0","10","0","5","0","5","5","2","30","7","11","11","5","5","8","8","1","5","0","10","0","5","0","5","5","2","15","7","9","9","5","5","8","6","1","5","0","10","0","5","0","5","5","2","\Box5_Comments:"
"6","heroinSA","heroin","Box6","02-28-23","256","heroinSA_FR1_roomE_20230228","5","75","7","15","235978","245428","56775","75","129.11","86.36","7","4","4","5","5","5","0","10","1","8","1","3","7","0","2","3","6","4","11","4","4","7","9","5","0","10","1","10","1","3","7","0","2","5","6","4","7","4","4","5","5","5","0","10","1","8","1","3","7","0","2","3","6","4","\Box6_Comments:"
"7","heroinSA","saline","Box7","02-28-23","261","heroinSA_FR1_roomE_20230228","5","37","35","7","120068","47512","18486","37","113.75","113.75","1","14","6","2","0","0","0","2","0","0","0","5","0","0","0","5","0","2","25","24","8","10","0","0","0","2","0","0","4","5","0","4","2","13","0","10","1","14","6","2","0","0","0","2","0","0","0","5","0","0","0","5","0","2","\Box7_Comments:"
"8","heroinSA","heroin","Box8","02-28-23","294","heroinSA_FR1_roomE_20230228","5","47","13","9","256570","137544","51163","47","55.92","55.92","4","10","3","3","1","4","1","0","4","5","1","4","1","0","0","4","0","2","12","11","4","5","1","4","1","0","8","5","1","12","1","0","2","4","0","4","4","10","3","3","1","4","1","0","4","5","1","4","1","0","0","4","0","2","\Box8_Comments:"
"9","heroinSA","saline","Box9","02-28-23","250","heroinSA_FR1_roomE_20230228","5","35","25","7","98606","33322","20177","35","53.32","21.24","18","4","0","0","3","3","0","0","0","0","0","0","0","0","0","1","1","5","28","4","0","10","19","3","0","0","0","6","0","0","4","2","0","3","1","5","18","4","0","0","3","3","0","0","0","0","0","0","0","0","0","1","1","5","\Box9_Comments:"
"10","heroinSA","heroin","Box10","02-28-23","287","heroinSA_FR1_roomE_20230228","5","2","1","0","177353","46726","13429","2","114.77","114.77","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box10_Comments:"
"3","heroinSA","heroin","Box3","02-28-23","280","heroinSA_FR1_roomE_20230228","5","73","25","14","221780","111078","77200","73","257.96","257.96","12","3","5","5","5","0","4","4","2","5","5","5","5","0","5","5","0","3","14","11","7","11","9","0","6","4","2","9","9","5","5","0","5","13","4","9","12","3","5","5","5","0","4","4","2","5","5","5","5","0","5","5","0","3","\Box3_Comments:"
"4","heroinSA","heroin","Box4","02-28-23","277","heroinSA_FR1_roomE_20230228","5","50","15","10","249978","89340","26177","50","267.24","161.16","12","3","4","1","1","4","0","6","2","0","0","7","0","0","3","4","3","0","18","5","4","1","1","4","0","14","2","0","2","9","0","0","5","8","7","0","12","3","4","1","1","4","0","6","2","0","0","7","0","0","3","4","3","0","\Box4_Comments:"
"11","heroinSA","saline","Box11","02-28-23","263","heroinSA_FR1_roomE_20230228","5","8","33","1","0","0","0","8","272.43","176.75","2","2","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","10","30","0","0","6","5","0","0","0","0","2","1","1","0","2","10","6","1","2","2","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","\Box11_Comments:"
"12","heroinSA","saline","Box12","02-28-23","271","heroinSA_FR1_roomE_20230228","5","27","45","5","0","0","0","27","15.11","15.11","5","0","5","0","5","7","0","0","0","3","0","0","0","0","0","1","0","1","12","4","9","2","23","35","0","4","0","5","10","2","2","0","2","3","0","5","5","0","5","0","5","7","0","0","0","3","0","0","0","0","0","1","0","1","\Box12_Comments:"
"13","heroinSA","saline","Box13","02-28-23","258","heroinSA_FR1_roomE_20230228","5","17","16","3","0","0","0","17","217.2","23.13","1","3","0","0","0","4","0","0","2","1","0","0","0","0","0","5","0","1","9","3","0","24","0","4","0","0","2","1","0","0","0","0","0","5","0","1","1","3","0","0","0","4","0","0","2","1","0","0","0","0","0","5","0","1","\Box13_Comments:"
"14","heroinSA","saline","Box14","02-28-23","290","heroinSA_FR1_roomE_20230228","5","29","25","5","0","0","0","29","151.14","151.14","7","2","0","1","0","1","6","0","0","0","1","0","0","0","4","1","0","6","15","16","8","3","0","1","10","0","0","0","5","0","0","0","4","5","0","12","7","2","0","1","0","1","6","0","0","0","1","0","0","0","4","1","0","6","\Box14_Comments:"
"15","heroinSA","saline","Box15","02-28-23","280","heroinSA_FR1_roomE_20230228","5","2","5","0","0","0","0","2","5110.19","1785.87","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","03-01-23","292","heroinSA_FR1_roomE_20230301","5","46","4","9","266856","184922","59714","46","32.76","32.76","6","3","4","3","2","2","0","4","1","0","3","2","3","2","3","2","5","1","6","3","4","3","4","2","0","4","1","2","5","4","3","2","3","2","5","1","6","3","4","3","2","2","0","4","1","0","3","2","3","2","3","2","5","1","\Box1_Comments:"
"2","heroinSA","heroin","Box2","03-01-23","269","heroinSA_FR1_roomE_20230301","5","40","26","8","181120","175515","145886","40","40.2","40.2","11","4","0","2","8","1","0","0","3","1","0","2","1","2","0","4","1","0","43","10","0","2","12","1","0","0","7","3","0","2","1","2","0","6","3","0","11","4","0","2","8","1","0","0","3","1","0","2","1","2","0","4","1","0","\Box2_Comments:"
"5","heroinSA","heroin","Box5","03-01-23","278","heroinSA_FR1_roomE_20230301","5","90","12","18","215700","154014","87714","90","54.08","54.08","14","6","5","5","5","2","3","7","3","5","0","7","7","1","5","5","7","3","28","11","5","5","5","2","3","7","3","11","0","7","9","1","5","5","7","3","14","6","5","5","5","2","3","7","3","5","0","7","7","1","5","5","7","3","\Box5_Comments:"
"6","heroinSA","heroin","Box6","03-01-23","256","heroinSA_FR1_roomE_20230301","5","65","15","13","228657","235822","56368","65","136.65","136.65","10","5","5","4","2","0","0","2","3","4","3","4","5","3","5","0","5","5","13","5","9","4","2","0","0","10","7","4","7","4","7","5","7","0","5","8","10","5","5","4","2","0","0","2","3","4","3","4","5","3","5","0","5","5","\Box6_Comments:"
"7","heroinSA","saline","Box7","03-01-23","265","heroinSA_FR1_roomE_20230301","5","32","23","6","105303","47123","30367","32","93.49","20.88","10","5","4","1","1","0","0","0","0","0","0","2","0","0","2","0","3","4","22","9","8","7","3","0","0","0","2","0","0","4","0","0","4","0","13","6","10","5","4","1","1","0","0","0","0","0","0","2","0","0","2","0","3","4","\Box7_Comments:"
"8","heroinSA","heroin","Box8","03-01-23","301","heroinSA_FR1_roomE_20230301","5","68","11","13","262497","97907","35136","68","321.91","55.73","14","3","3","5","10","0","5","3","11","0","0","6","0","2","0","2","4","0","18","5","5","5","12","8","5","3","15","0","0","6","0","2","0","2","6","0","14","3","3","5","10","0","5","3","11","0","0","6","0","2","0","2","4","0","\Box8_Comments:"
"9","heroinSA","saline","Box9","03-01-23","251","heroinSA_FR1_roomE_20230301","5","21","31","4","66450","19880","13902","21","94.39","33","10","0","0","0","0","0","0","4","0","0","0","2","0","0","3","0","0","2","28","0","0","0","0","6","0","8","18","0","0","2","0","0","11","2","0","8","10","0","0","0","0","0","0","4","0","0","0","2","0","0","3","0","0","2","\Box9_Comments:"
"10","heroinSA","heroin","Box10","03-01-23","290","heroinSA_FR1_roomE_20230301","5","13","4","2","124237","36715","15736","13","19.77","19.77","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","0","7","0","0","4","0","0","0","0","0","0","0","0","0","0","5","2","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","0","\Box10_Comments:"
"3","heroinSA","heroin","Box3","03-01-23","285","heroinSA_FR1_roomE_20230301","5","75","53","15","187085","111249","87519","75","35.41","35.41","10","3","3","4","11","9","1","4","0","3","5","7","2","1","7","0","5","0","24","7","9","8","24","19","1","4","0","9","11","10","14","9","7","10","17","0","10","3","3","4","11","9","1","4","0","3","5","7","2","1","7","0","5","0","\Box3_Comments:"
"4","heroinSA","heroin","Box4","03-01-23","276","heroinSA_FR1_roomE_20230301","5","50","13","10","249011","113419","29409","50","93.61","93.61","15","0","0","7","0","3","0","0","0","7","3","0","10","0","0","0","5","0","15","0","6","7","2","3","0","0","2","9","5","0","18","0","0","2","7","0","15","0","0","7","0","3","0","0","0","7","3","0","10","0","0","0","5","0","\Box4_Comments:"
"11","heroinSA","saline","Box11","03-01-23","265","heroinSA_FR1_roomE_20230301","5","8","36","1","0","0","0","8","1199.51","87.15","0","1","1","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","24","9","1","4","0","0","0","0","4","4","0","0","0","13","2","18","1","0","0","1","1","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","03-01-23","281","heroinSA_FR1_roomE_20230301","5","43","26","8","0","0","0","43","15.21","15.21","11","0","5","4","0","5","0","10","3","0","1","3","0","0","0","0","1","0","17","0","21","6","0","5","0","26","5","0","1","7","0","0","0","0","7","0","11","0","5","4","0","5","0","10","3","0","1","3","0","0","0","0","1","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","03-01-23","260","heroinSA_FR1_roomE_20230301","5","18","4","3","0","0","0","18","150.01","35.07","3","0","0","0","0","0","2","8","0","0","0","0","2","0","1","0","0","2","7","0","0","0","0","0","4","8","0","0","0","0","4","0","1","0","0","2","3","0","0","0","0","0","2","8","0","0","0","0","2","0","1","0","0","2","\Box13_Comments:"
"14","heroinSA","saline","Box14","03-01-23","295","heroinSA_FR1_roomE_20230301","5","15","11","3","0","0","0","15","141.47","21.7","4","1","0","1","0","0","0","4","0","0","0","0","0","0","1","2","2","0","6","1","2","7","0","0","6","4","2","0","0","0","0","0","5","2","2","0","4","1","0","1","0","0","0","4","0","0","0","0","0","0","1","2","2","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","03-01-23","287","heroinSA_FR1_roomE_20230301","5","2","0","0","0","0","0","2","218.7","218.7","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
"1","heroinSA","heroin","Box1","03-02-23","295","heroinSA_FR1_roomE_20230302","5","56","28","11","273353","186305","60313","56","0.64","0.64","5","4","9","3","1","4","7","2","1","2","2","2","3","3","2","1","2","3","5","4","11","5","19","16","13","2","9","2","2","2","7","3","2","3","2","5","5","4","9","3","1","4","7","2","1","2","2","2","3","3","2","1","2","3","\Box1_Comments:"
"2","heroinSA","heroin","Box2","03-02-23","268","heroinSA_FR1_roomE_20230302","5","81","6","16","237021","168650","92541","81","11.07","3.15","15","5","6","4","0","9","6","4","4","2","4","3","2","3","3","2","3","6","21","5","6","4","0","11","6","4","4","2","6","3","2","3","5","2","3","6","15","5","6","4","0","9","6","4","4","2","4","3","2","3","3","2","3","6","\Box2_Comments:"
"5","heroinSA","heroin","Box5","03-02-23","282","heroinSA_FR1_roomE_20230302","5","98","9","19","262372","110598","32076","98","34.81","32.05","15","15","1","4","5","6","4","2","5","3","5","5","5","5","5","0","10","3","23","19","1","4","7","8","4","4","5","3","5","5","5","5","5","0","10","3","15","15","1","4","5","6","4","2","5","3","5","5","5","5","5","0","10","3","\Box5_Comments:"
"6","heroinSA","heroin","Box6","03-02-23","264","heroinSA_FR1_roomE_20230302","5","85","10","17","211187","257437","79199","85","119.16","119.16","5","5","5","5","11","2","7","5","0","5","5","5","5","5","5","0","7","3","11","5","7","7","15","2","11","5","0","5","5","7","5","5","5","0","7","3","5","5","5","5","11","2","7","5","0","5","5","5","5","5","5","0","7","3","\Box6_Comments:"
"7","heroinSA","saline","Box7","03-02-23","264","heroinSA_FR1_roomE_20230302","5","19","8","3","91894","32425","15633","19","31.38","31.38","10","2","2","0","0","1","0","1","0","0","0","0","2","0","1","0","0","0","23","4","2","0","0","1","0","3","0","0","0","0","2","0","1","0","0","0","10","2","2","0","0","1","0","1","0","0","0","0","2","0","1","0","0","0","\Box7_Comments:"
"8","heroinSA","heroin","Box8","03-02-23","301","heroinSA_FR1_roomE_20230302","5","45","11","9","259587","137241","53480","45","51.08","17.03","11","7","2","2","8","0","0","0","0","0","3","0","0","8","0","0","0","4","21","9","2","6","10","0","0","0","0","0","3","0","0","12","0","0","0","4","11","7","2","2","8","0","0","0","0","0","3","0","0","8","0","0","0","4","\Box8_Comments:"
"9","heroinSA","saline","Box9","03-02-23","252","heroinSA_FR1_roomE_20230302","5","17","11","3","90151","23313","17343","17","7.97","7.97","10","1","0","0","0","1","0","0","0","0","0","0","0","0","4","0","1","0","14","1","0","0","0","1","0","0","8","4","0","4","0","0","4","2","1","0","10","1","0","0","0","1","0","0","0","0","0","0","0","0","4","0","1","0","\Box9_Comments:"
"10","heroinSA","heroin","Box10","03-02-23","292","heroinSA_FR1_roomE_20230302","5","31","1","6","166487","43593","14324","31","9.38","9.38","2","0","0","0","0","0","0","0","0","0","2","0","0","0","10","10","0","7","2","0","0","0","0","0","0","0","0","0","2","0","0","0","10","10","0","9","2","0","0","0","0","0","0","0","0","0","2","0","0","0","10","10","0","7","\Box10_Comments:"
"3","heroinSA","heroin","Box3","03-02-23","287","heroinSA_FR1_roomE_20230302","5","132","63","26","167351","117019","75554","132","85.69","85.69","10","23","11","7","4","4","6","10","9","10","2","6","6","8","3","6","4","3","16","66","33","13","28","8","8","10","13","16","2","8","10","12","3","6","4","3","10","23","11","7","4","4","6","10","9","10","2","6","6","8","3","6","4","3","\Box3_Comments:"
"4","heroinSA","heroin","Box4","03-02-23","278","heroinSA_FR1_roomE_20230302","5","30","8","6","235245","123321","38457","30","104.34","52.92","10","0","3","2","5","5","4","1","0","0","0","0","0","0","0","0","0","0","17","0","3","6","5","5","4","3","2","0","0","0","0","0","0","0","0","2","10","0","3","2","5","5","4","1","0","0","0","0","0","0","0","0","0","0","\Box4_Comments:"
"11","heroinSA","saline","Box11","03-02-23","269","heroinSA_FR1_roomE_20230302","5","4","28","0","0","0","0","4","197.94","154.59","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","8","5","0","0","0","0","0","22","0","0","6","0","0","0","6","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","\Box11_Comments:"
"12","heroinSA","saline","Box12","03-02-23","277","heroinSA_FR1_roomE_20230302","5","12","13","2","0","0","0","12","74.27","74.27","3","2","0","0","1","2","1","0","0","1","0","0","0","0","0","2","0","0","7","12","0","0","9","4","1","0","0","1","0","2","0","0","0","2","0","0","3","2","0","0","1","2","1","0","0","1","0","0","0","0","0","2","0","0","\Box12_Comments:"
"13","heroinSA","saline","Box13","03-02-23","262","heroinSA_FR1_roomE_20230302","5","5","3","1","0","0","0","5","1113.47","633.2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","\Box13_Comments:"
"14","heroinSA","saline","Box14","03-02-23","298","heroinSA_FR1_roomE_20230302","5","12","9","2","0","0","0","12","91.02","91.02","4","1","1","0","1","3","0","0","0","0","0","0","0","0","0","0","2","0","8","3","3","0","11","3","0","0","0","0","0","0","0","0","0","0","2","0","4","1","1","0","1","3","0","0","0","0","0","0","0","0","0","0","2","0","\Box14_Comments:"
"15","heroinSA","saline","Box15","03-02-23","285","heroinSA_FR1_roomE_20230302","5","0","0","0","0","0","0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","\Box15_Comments:"
